pathway_id,profile_id,scenario_id,pathway_name,time_step,hybrid_risk,cascade_pressure,security_resilience,public_trust
ASP7,SFH7,SHS7,Human Security Resilience Pathway,34,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,35,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,36,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,37,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,38,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,39,0.0,0.0,1.8,1.8
ASP7,SFH7,SHS7,Human Security Resilience Pathway,40,0.0,0.0052,1.8,1.8
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,1,0.8588,0.87,0.18,0.16
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,2,0.9913,0.9616,0.1625,0.1485
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,3,1.1287,1.0535,0.1394,0.1328
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,4,1.2712,1.146,0.1102,0.1129
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,5,1.419,1.239,0.0747,0.0885
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,6,1.5722,1.3327,0.0326,0.0595
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,7,1.7309,1.4273,0.0,0.0258
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,8,1.8,1.6286,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,9,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,10,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,11,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,12,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,13,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,14,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,15,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,16,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,17,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,18,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,19,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,20,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,21,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,22,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,23,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,24,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,25,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,26,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,27,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,28,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,29,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,30,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,31,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,32,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,33,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,34,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,35,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,36,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,37,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,38,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,39,1.8,1.8,0.0,0.0
ASP8,SFH8,SHS8,Systemic Security Breakdown Pathway,40,1.8,1.8,0.0,0.0
