pathway_id,future_id,scenario_id,pathway_name,time_step,development_viability,development_fragility,public_capacity,fiscal_stress
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,16,1.8,0.0,1.5,0.0301
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,17,1.8,0.0,1.5,0.0027
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,18,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,19,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,20,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,21,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,22,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,23,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,24,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,25,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,26,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,27,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,28,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,29,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,30,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,31,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,32,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,33,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,34,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,35,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,36,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,37,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,38,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,39,1.8,0.0,1.5,0.0
PW8,DF8,SC1,Regional Resilience and Industrial Renewal Pathway,40,1.8,0.0,1.5,0.0
