pathway_id,profile_id,scenario_id,pathway_name,time_step,population,demographic_stress,care_stress,mobility_pressure,adaptive_capacity
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,2,10070000.0,0.3644,0.3258,0.355,0.8258
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,3,10140490.0,0.3668,0.296,0.338,0.872
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,4,10211473.43,0.3659,0.2662,0.321,0.9189
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,5,10282953.74,0.3618,0.2364,0.304,0.9665
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,6,10354934.42,0.3544,0.2066,0.287,1.015
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,7,10427418.96,0.3436,0.1768,0.27,1.0643
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,8,10487272.35,0.3294,0.147,0.253,1.1147
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,9,10560683.25,0.3118,0.1172,0.236,1.1662
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,10,10654039.69,0.2909,0.0874,0.223,1.2189
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,11,10728617.97,0.2664,0.0576,0.206,1.273
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,12,10803718.3,0.2385,0.0308,0.189,1.3284
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,13,10879344.32,0.2069,0.001,0.172,1.3854
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,14,10955499.73,0.1726,0.0,0.155,1.4434
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,15,11032188.23,0.1354,0.0,0.138,1.5026
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,16,11095512.99,0.0953,0.0,0.121,1.5629
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,17,11173181.58,0.0523,0.0,0.104,1.6245
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,18,11251393.85,0.0063,0.0,0.087,1.6875
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,19,11330153.61,0.0,0.0,0.07,1.7507
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,20,11430312.17,0.0,0.0,0.057,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,21,11510324.36,0.0,0.0,0.04,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,22,11590896.63,0.0,0.0,0.023,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,23,11672032.9,0.0,0.0,0.006,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,24,11739030.37,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,25,11821203.58,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,26,11903952.01,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,27,11987279.67,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,28,12071190.63,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,29,12155688.96,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,30,12263145.26,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,31,12348987.27,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,32,12419870.46,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,33,12506809.55,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,34,12594357.22,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,35,12682517.72,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,36,12771295.34,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,37,12860694.41,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,38,12950719.27,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,39,13041374.31,0.0,0.0,0.0,1.8
ADP7,MDF7,MDS7,Inclusive Urban Renewal Pathway,40,13140227.92,0.0,0.0,0.0,1.8
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,1,10000000.0,0.6296,0.668,0.6732,0.24
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,2,9990000.0,0.6881,0.6872,0.7028,0.231
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,3,9980010.0,0.7484,0.7064,0.7324,0.2198
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,4,9970029.99,0.8107,0.7256,0.762,0.2064
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,5,9960059.96,0.8749,0.7448,0.7916,0.1907
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,6,9950099.9,0.9412,0.764,0.8212,0.1725
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,7,9940149.8,1.0097,0.7832,0.8508,0.152
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,8,9908142.52,1.0805,0.8024,0.8804,0.1289
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,9,9898234.38,1.1537,0.8216,0.91,0.1033
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,10,9912883.76,1.2295,0.8408,0.9436,0.075
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,11,9902970.88,1.3079,0.86,0.9732,0.0439
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,12,9893067.91,1.3891,0.8822,1.0028,0.01
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,13,9883174.84,1.4731,0.9014,1.0324,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,14,9873291.66,1.559,0.9206,1.062,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,15,9863418.37,1.6464,0.9398,1.0916,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,16,9831658.17,1.7352,0.959,1.1212,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,17,9821826.51,1.8,0.9782,1.1508,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,18,9812004.68,1.8,0.9974,1.1804,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,19,9802192.68,1.8,1.0166,1.21,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,20,9816699.92,1.8,1.0358,1.2436,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,21,9806883.22,1.8,1.055,1.2732,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,22,9797076.34,1.8,1.0742,1.3028,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,23,9787279.26,1.8,1.0934,1.3324,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,24,9755764.22,1.8,1.1156,1.362,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,25,9746008.46,1.8,1.1348,1.3916,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,26,9736262.45,1.8,1.154,1.4212,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,27,9726526.19,1.8,1.1732,1.4508,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,28,9716799.66,1.8,1.1924,1.4804,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,29,9707082.86,1.8,1.2116,1.51,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,30,9721449.34,1.8,1.2308,1.5436,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,31,9711727.9,1.8,1.25,1.5732,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,32,9680456.13,1.8,1.2692,1.6028,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,33,9670775.68,1.8,1.2884,1.6324,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,34,9661104.9,1.8,1.3076,1.662,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,35,9651443.79,1.8,1.3268,1.6916,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,36,9641792.35,1.8,1.349,1.7212,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,37,9632150.56,1.8,1.3682,1.7508,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,38,9622518.41,1.8,1.3874,1.7804,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,39,9612895.89,1.8,1.4066,1.8,0.0
ADP8,MDF8,MDS8,Demographic Fear Politics Pathway,40,9605782.35,1.8,1.4258,1.8,0.0
