pathway_id,profile_id,scenario_id,pathway_name,time_step,extraction_burden,community_voice,external_control,ecological_harm,local_benefit,reparative_capacity,consent_quality,sovereignty_recognition,legitimacy
ACF5,CFP5,CFS5,Conservation Without People Pathway,25,0.6249,0.2844,0.7001,0.5714,0.4556,0.3632,0.3723,0.3407,0.1619
ACF5,CFP5,CFS5,Conservation Without People Pathway,26,0.622,0.2722,0.7062,0.5751,0.4582,0.3648,0.3748,0.3437,0.1608
ACF5,CFP5,CFS5,Conservation Without People Pathway,27,0.6192,0.2899,0.7019,0.5786,0.4612,0.3667,0.3777,0.3469,0.166
ACF5,CFP5,CFS5,Conservation Without People Pathway,28,0.6342,0.2877,0.6978,0.5823,0.4641,0.3686,0.3805,0.3502,0.1662
ACF5,CFP5,CFS5,Conservation Without People Pathway,29,0.6311,0.2856,0.6936,0.5858,0.467,0.3706,0.3834,0.3535,0.1679
ACF5,CFP5,CFS5,Conservation Without People Pathway,30,0.6279,0.2836,0.6894,0.5892,0.47,0.3726,0.3864,0.3569,0.1697
ACF5,CFP5,CFS5,Conservation Without People Pathway,31,0.6246,0.2818,0.6851,0.5925,0.473,0.3748,0.3894,0.3604,0.1716
ACF5,CFP5,CFS5,Conservation Without People Pathway,32,0.6213,0.2801,0.6808,0.5957,0.476,0.377,0.3924,0.3639,0.1735
ACF5,CFP5,CFS5,Conservation Without People Pathway,33,0.6179,0.2785,0.6764,0.5987,0.4971,0.3974,0.3957,0.3676,0.1813
ACF5,CFP5,CFS5,Conservation Without People Pathway,34,0.6141,0.2772,0.6717,0.6014,0.5004,0.3998,0.399,0.3714,0.1835
ACF5,CFP5,CFS5,Conservation Without People Pathway,35,0.6283,0.2761,0.6672,0.6042,0.5037,0.4023,0.4023,0.3752,0.1844
ACF5,CFP5,CFS5,Conservation Without People Pathway,36,0.6244,0.295,0.6622,0.6068,0.5073,0.4051,0.406,0.3794,0.1905
ACF5,CFP5,CFS5,Conservation Without People Pathway,37,0.6201,0.2942,0.6572,0.6092,0.5109,0.4081,0.4097,0.3836,0.1932
ACF5,CFP5,CFS5,Conservation Without People Pathway,38,0.6157,0.2934,0.6521,0.6116,0.5146,0.4113,0.4136,0.3879,0.196
ACF5,CFP5,CFS5,Conservation Without People Pathway,39,0.6112,0.2829,0.6571,0.6138,0.5182,0.4143,0.4173,0.3922,0.1962
ACF5,CFP5,CFS5,Conservation Without People Pathway,40,0.6068,0.2824,0.6519,0.6158,0.5218,0.4175,0.4211,0.3965,0.199
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,1,0.34,0.88,0.3,0.28,0.82,0.92,0.86,0.9,0.6382
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,2,0.3134,0.897,0.2742,0.2656,0.8383,0.9461,0.8814,0.9214,0.6594
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,3,0.2857,0.915,0.2474,0.2503,0.8573,0.9732,0.9037,0.9436,0.6816
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,4,0.2569,0.934,0.2196,0.2338,0.8769,1.0015,0.9267,0.9666,0.7046
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,5,0.2271,0.9542,0.1908,0.2162,0.8972,1.0309,0.9505,0.9905,0.7287
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,6,0.196,0.9754,0.1608,0.1975,0.9183,1.0615,0.9752,1.0152,0.7537
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,7,0.1818,0.9977,0.13,0.1778,0.9401,1.0932,1.0008,1.0409,0.7783
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,8,0.1482,1.0213,0.0979,0.1569,0.9627,1.1263,1.0274,1.0676,0.8053
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,9,0.1134,1.0661,0.0643,0.1346,0.9863,1.161,1.0552,1.0954,0.8373
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,10,0.0768,1.0922,0.0294,0.111,1.0109,1.1971,1.084,1.1244,0.867
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,11,0.0389,1.1196,0.0,0.0861,1.0543,1.2526,1.1139,1.1545,0.9031
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,12,0.0,1.1487,0.0,0.0596,1.0806,1.2913,1.1447,1.1855,0.9324
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,13,0.0,1.1686,0.0,0.0324,1.1075,1.331,1.1762,1.2172,0.9575
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,14,0.0,1.1995,0.0,0.0043,1.1352,1.3717,1.2086,1.2499,0.9852
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,15,0.0,1.2312,0.0,0.0,1.1637,1.4136,1.2418,1.2834,1.0123
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,16,0.0,1.2638,0.0,0.0,1.193,1.4565,1.276,1.3179,1.0401
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,17,0.0,1.2974,0.0,0.0,1.2232,1.5006,1.3111,1.3534,1.0686
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,18,0.0,1.3519,0.0,0.0,1.2544,1.5462,1.3474,1.3901,1.1016
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,19,0.0,1.3874,0.0,0.0,1.2865,1.593,1.3848,1.4277,1.1319
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,20,0.0,1.424,0.0,0.0,1.3195,1.641,1.4231,1.4665,1.163
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,21,0.0,1.4617,0.0,0.0,1.3535,1.6904,1.4625,1.5063,1.195
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,22,0.0,1.5004,0.0,0.0,1.4064,1.7591,1.5031,1.5474,1.2337
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,23,0.0,1.5405,0.0,0.0,1.4425,1.8,1.5448,1.5896,1.2658
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,24,0.0,1.5816,0.0,0.0,1.4794,1.8,1.5873,1.6325,1.2919
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,25,0.0,1.6231,0.0,0.0,1.5169,1.8,1.6306,1.6762,1.3184
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,26,0.0,1.6551,0.0,0.0,1.5548,1.8,1.6747,1.7205,1.3435
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,27,0.0,1.7175,0.0,0.0,1.5934,1.8,1.7199,1.7659,1.3745
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,28,0.0,1.7603,0.0,0.0,1.6325,1.8,1.7659,1.8,1.4006
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,29,0.0,1.8,0.0,0.0,1.6721,1.8,1.8,1.8,1.4195
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,30,0.0,1.8,0.0,0.0,1.7117,1.8,1.8,1.8,1.4259
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,31,0.0,1.8,0.0,0.0,1.7513,1.8,1.8,1.8,1.4322
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,32,0.0,1.8,0.0,0.0,1.7909,1.8,1.8,1.8,1.4385
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,33,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,34,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,35,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,36,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,37,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,38,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,39,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF6,CFP6,CFS6,Reparative Plural Futures Pathway,40,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,1,0.52,0.26,0.8,0.44,0.3,0.22,0.26,0.24,0.0856
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,2,0.5212,0.2544,0.7975,0.4459,0.3005,0.2191,0.2599,0.24,0.0843
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,3,0.5225,0.2487,0.7952,0.4518,0.3009,0.218,0.2598,0.2399,0.0829
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,4,0.5239,0.2431,0.7929,0.4577,0.3012,0.217,0.2596,0.2398,0.0815
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,5,0.5253,0.2374,0.7907,0.4636,0.3015,0.2158,0.2593,0.2397,0.08
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,6,0.5268,0.2318,0.7887,0.4696,0.3017,0.2146,0.259,0.2395,0.0784
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,7,0.5464,0.226,0.7869,0.4758,0.3018,0.2131,0.2586,0.2392,0.0754
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,8,0.5481,0.2202,0.7853,0.482,0.3019,0.2116,0.2581,0.2389,0.0736
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,9,0.5498,0.2344,0.7835,0.4883,0.3021,0.2103,0.2578,0.2387,0.0756
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,10,0.5513,0.2286,0.7818,0.4946,0.3023,0.2089,0.2575,0.2385,0.074
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,11,0.5529,0.2228,0.7802,0.5009,0.3204,0.2254,0.2572,0.2383,0.078
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,12,0.5544,0.2172,0.7785,0.507,0.3205,0.2239,0.2568,0.2381,0.0764
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,13,0.556,0.2016,0.7871,0.5132,0.3205,0.222,0.2562,0.2377,0.0721
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,14,0.5759,0.1957,0.786,0.5197,0.3203,0.2199,0.2555,0.2371,0.0687
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,15,0.5779,0.1899,0.785,0.5262,0.3201,0.2178,0.2547,0.2365,0.0666
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,16,0.58,0.184,0.7842,0.5328,0.3198,0.2155,0.2538,0.2359,0.0644
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,17,0.5822,0.178,0.7835,0.5395,0.3194,0.2131,0.2528,0.2351,0.0622
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,18,0.5846,0.192,0.7826,0.5462,0.3191,0.2109,0.252,0.2345,0.0637
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,19,0.5867,0.1859,0.7819,0.5529,0.3188,0.2086,0.2511,0.2337,0.0614
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,20,0.589,0.1798,0.7813,0.5597,0.3183,0.2062,0.2501,0.2329,0.0591
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,21,0.6094,0.1736,0.7811,0.5669,0.3178,0.2036,0.249,0.2321,0.0552
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,22,0.6119,0.1673,0.7809,0.574,0.3351,0.2188,0.248,0.2312,0.0585
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,23,0.6143,0.1612,0.7808,0.5811,0.3346,0.2159,0.2468,0.2303,0.056
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,24,0.6169,0.155,0.7808,0.5881,0.3339,0.2129,0.2455,0.2292,0.0534
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,25,0.6195,0.1487,0.7809,0.5953,0.3331,0.2098,0.2442,0.2281,0.0506
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,26,0.6224,0.1324,0.7914,0.6026,0.3321,0.2063,0.2425,0.2267,0.0452
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,27,0.6256,0.1459,0.7917,0.6101,0.3311,0.2029,0.2409,0.2254,0.0458
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,28,0.6467,0.1392,0.7924,0.6178,0.3301,0.1993,0.2393,0.2239,0.0413
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,29,0.6499,0.1324,0.7933,0.6257,0.3289,0.1956,0.2375,0.2224,0.0381
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,30,0.6533,0.1255,0.7943,0.6336,0.3276,0.1916,0.2355,0.2207,0.0347
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,31,0.6569,0.1185,0.7955,0.6417,0.3262,0.1876,0.2335,0.2189,0.0312
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,32,0.6607,0.1114,0.797,0.6499,0.3246,0.1833,0.2313,0.2169,0.0276
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,33,0.6647,0.1042,0.7986,0.6583,0.3409,0.1969,0.2291,0.215,0.0296
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,34,0.6686,0.0971,0.8002,0.6665,0.3392,0.1923,0.2267,0.2129,0.0258
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,35,0.6907,0.0898,0.8022,0.6751,0.3374,0.1873,0.2242,0.2107,0.0203
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,36,0.695,0.1023,0.8042,0.6839,0.3357,0.1825,0.2218,0.2085,0.0199
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,37,0.6993,0.0947,0.8064,0.6928,0.3338,0.1775,0.2192,0.2062,0.0158
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,38,0.7038,0.087,0.8088,0.7018,0.3318,0.1723,0.2165,0.2037,0.0114
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,39,0.7085,0.0691,0.8215,0.7111,0.3294,0.1666,0.2133,0.2009,0.0043
ACF7,CFP7,CFS7,Suppressed Imagination Pathway,40,0.7136,0.0609,0.8246,0.7206,0.3268,0.1607,0.2101,0.1978,-0.0006
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,1,0.44,0.82,0.36,0.32,0.78,0.84,0.82,0.8,0.5736
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,2,0.4162,0.8337,0.3377,0.3087,0.7964,0.8627,0.8389,0.8192,0.5921
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,3,0.3915,0.8482,0.3146,0.2965,0.8133,0.8863,0.8584,0.8392,0.6113
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,4,0.3659,0.8637,0.2905,0.2834,0.8308,0.9108,0.8786,0.8598,0.6313
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,5,0.3394,0.8801,0.2656,0.2692,0.8489,0.9364,0.8996,0.8812,0.6521
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,6,0.3118,0.8975,0.2398,0.2541,0.8675,0.9629,0.9212,0.9033,0.6738
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,7,0.3012,0.9158,0.2131,0.2382,0.8869,0.9905,0.9437,0.9262,0.695
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,8,0.2715,0.9351,0.1854,0.2211,0.9069,1.0192,0.967,0.95,0.7185
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,9,0.2406,0.9756,0.1564,0.2029,0.9279,1.0493,0.9913,0.9748,0.7467
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,10,0.2083,0.9972,0.1262,0.1836,0.9496,1.0807,1.0165,1.0005,0.7724
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,11,0.1748,1.0201,0.0949,0.163,0.99,1.1313,1.0428,1.0274,0.8049
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,12,0.1397,1.0444,0.0621,0.1408,1.0135,1.1653,1.0701,1.0552,0.833
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,13,0.1033,1.06,0.0382,0.1174,1.0377,1.2005,1.0981,1.0839,0.8595
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,14,0.0837,1.0868,0.0031,0.0929,1.0627,1.237,1.1272,1.1137,0.8883
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,15,0.0447,1.1149,0.0,0.0671,1.0884,1.2747,1.1572,1.1443,0.9172
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,16,0.0045,1.1442,0.0,0.04,1.1149,1.3137,1.1879,1.1757,0.9468
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,17,0.0,1.1743,0.0,0.0121,1.1421,1.3538,1.2196,1.208,0.9744
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,18,0.0,1.2254,0.0,0.0,1.1704,1.3952,1.2523,1.2415,1.0052
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,19,0.0,1.2573,0.0,0.0,1.1994,1.4378,1.2859,1.2758,1.0326
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,20,0.0,1.2902,0.0,0.0,1.2293,1.4815,1.3205,1.3112,1.0608
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,21,0.0,1.3241,0.0,0.0,1.26,1.5263,1.3561,1.3475,1.0898
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,22,0.0,1.3589,0.0,0.0,1.3096,1.5904,1.3927,1.3849,1.1253
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,23,0.0,1.395,0.0,0.0,1.3422,1.6377,1.4303,1.4234,1.156
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,24,0.0,1.4322,0.0,0.0,1.3758,1.6863,1.469,1.463,1.1876
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,25,0.0,1.4704,0.0,0.0,1.4103,1.7362,1.5088,1.5036,1.22
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,26,0.0,1.4998,0.0,0.0,1.4456,1.7873,1.5495,1.5453,1.2515
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,27,0.0,1.5602,0.0,0.0,1.4822,1.8,1.5914,1.5881,1.283
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,28,0.0,1.6013,0.0,0.0,1.5194,1.8,1.6341,1.6315,1.3092
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,29,0.0,1.6428,0.0,0.0,1.5572,1.8,1.6777,1.6758,1.3359
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,30,0.0,1.6848,0.0,0.0,1.5954,1.8,1.7221,1.7208,1.363
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,31,0.0,1.7272,0.0,0.0,1.6341,1.8,1.7674,1.7666,1.3905
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,32,0.0,1.7701,0.0,0.0,1.6733,1.8,1.8,1.8,1.4143
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,33,0.0,1.8,0.0,0.0,1.7309,1.8,1.8,1.8,1.429
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,34,0.0,1.8,0.0,0.0,1.7705,1.8,1.8,1.8,1.4353
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,35,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,36,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,37,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,38,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,39,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
ACF8,CFP8,CFS8,Contested Democratic Future-Making Pathway,40,0.0,1.8,0.0,0.0,1.8,1.8,1.8,1.8,1.44
