scenario_id,scenario_name,strategy_id,strategy_name,time_step,system_state,adaptive_capacity,governance_capacity,public_trust,distributional_pressure
S2,High Disruption,T3,Adaptive Governance,8,1.5717,0.096,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,9,1.6829,0.1011,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,10,1.7993,0.1063,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,11,1.9209,0.1114,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,12,2.0,0.1165,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,13,2.0,0.1217,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,14,2.0,0.1268,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,15,2.0,0.132,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,16,2.0,0.1371,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,17,2.0,0.1422,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,18,2.0,0.1474,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,19,2.0,0.1525,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,20,2.0,0.1577,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,21,2.0,0.1628,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,22,2.0,0.1679,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,23,2.0,0.1731,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,24,2.0,0.1782,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,25,2.0,0.1834,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,26,2.0,0.1885,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,27,2.0,0.1936,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,28,2.0,0.1988,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,29,2.0,0.2039,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,30,2.0,0.2091,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,31,2.0,0.2142,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,32,2.0,0.2193,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,33,2.0,0.2245,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,34,2.0,0.2296,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,35,2.0,0.2348,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,36,2.0,0.2399,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,37,2.0,0.245,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,38,2.0,0.2502,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,39,2.0,0.2553,0.42,0.38,0.82
S2,High Disruption,T3,Adaptive Governance,40,2.0,0.2605,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,1,1.02,0.07,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,2,1.1145,0.0754,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,3,1.2145,0.0808,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,4,1.3198,0.0862,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,5,1.4306,0.0916,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,6,1.5468,0.0971,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,7,1.6684,0.1025,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,8,1.7054,0.1079,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,9,1.8378,0.1133,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,10,1.9756,0.1187,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,11,2.0,0.1241,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,12,2.0,0.1295,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,13,2.0,0.1349,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,14,2.0,0.1404,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,15,2.0,0.1458,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,16,2.0,0.1512,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,17,2.0,0.1566,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,18,2.0,0.162,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,19,2.0,0.1674,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,20,2.0,0.1728,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,21,2.0,0.1782,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,22,2.0,0.1837,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,23,2.0,0.1891,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,24,2.0,0.1945,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,25,2.0,0.1999,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,26,2.0,0.2053,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,27,2.0,0.2107,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,28,2.0,0.2161,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,29,2.0,0.2215,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,30,2.0,0.2269,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,31,2.0,0.2324,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,32,2.0,0.2378,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,33,2.0,0.2432,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,34,2.0,0.2486,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,35,2.0,0.254,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,36,2.0,0.2594,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,37,2.0,0.2648,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,38,2.0,0.2702,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,39,2.0,0.2757,0.42,0.38,0.82
S2,High Disruption,T4,Justice-Centered Transformation,40,2.0,0.2811,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,1,1.03,0.015,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,2,1.0131,0.0173,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,3,0.9985,0.0196,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,4,0.9861,0.0218,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,5,0.9754,0.0242,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,6,0.9663,0.0266,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,7,0.9592,0.029,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,8,0.8608,0.0315,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,9,0.8528,0.0345,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,10,0.8473,0.0375,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,11,0.8445,0.0405,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,12,0.8447,0.0436,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,13,0.8479,0.0467,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,14,0.8543,0.0497,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,15,0.8641,0.0527,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,16,0.7841,0.0557,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,17,0.796,0.059,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,18,0.812,0.0623,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,19,0.8321,0.0655,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,20,0.8565,0.0687,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,21,0.8854,0.0716,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,22,0.9189,0.0745,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,23,0.957,0.0772,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,24,0.9067,0.0797,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,25,0.9493,0.0824,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,26,0.9971,0.085,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,27,1.05,0.0872,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,28,1.1054,0.0895,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,29,1.163,0.0918,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,30,1.223,0.0941,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,31,1.2852,0.0964,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,32,1.2563,0.0986,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,33,1.3231,0.1009,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,34,1.3921,0.1032,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,35,1.4635,0.1055,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,36,1.5371,0.1077,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,37,1.6129,0.11,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,38,1.6911,0.1123,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,39,1.7715,0.1146,0.42,0.38,0.82
S2,High Disruption,T5,Low-Cost Continuity,40,1.7609,0.1169,0.42,0.38,0.82
S3,Adaptive Transition,T1,Efficiency Optimization,1,1.08,0.06,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,2,1.1657,0.0657,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,3,1.257,0.0713,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,4,1.354,0.077,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,5,1.4566,0.0826,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,6,1.5649,0.0883,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,7,1.6789,0.0939,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,8,1.7452,0.0996,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,9,1.8705,0.1053,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,10,2.0,0.1109,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,11,2.0,0.1166,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,12,2.0,0.1222,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,13,2.0,0.1279,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,14,2.0,0.1336,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,15,2.0,0.1392,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,16,2.0,0.1449,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,17,2.0,0.1505,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,18,2.0,0.1562,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,19,2.0,0.1618,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,20,2.0,0.1675,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,21,2.0,0.1732,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,22,2.0,0.1788,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,23,2.0,0.1845,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,24,2.0,0.1901,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,25,2.0,0.1958,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,26,2.0,0.2014,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,27,2.0,0.2071,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,28,2.0,0.2128,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,29,2.0,0.2184,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,30,2.0,0.2241,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,31,2.0,0.2297,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,32,2.0,0.2354,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,33,2.0,0.2411,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,34,2.0,0.2467,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,35,2.0,0.2524,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,36,2.0,0.258,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,37,2.0,0.2637,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,38,2.0,0.2693,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,39,2.0,0.275,0.82,0.76,0.54
S3,Adaptive Transition,T1,Efficiency Optimization,40,2.0,0.2807,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,1,1.04,0.09,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,2,1.1727,0.0989,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,3,1.3143,0.1078,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,4,1.4648,0.1167,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,5,1.6242,0.1257,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,6,1.7925,0.1346,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,7,1.9698,0.1435,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,8,2.0,0.1524,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,9,2.0,0.1613,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,10,2.0,0.1702,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,11,2.0,0.1792,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,12,2.0,0.1881,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,13,2.0,0.197,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,14,2.0,0.2059,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,15,2.0,0.2148,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,16,2.0,0.2237,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,17,2.0,0.2327,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,18,2.0,0.2416,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,19,2.0,0.2505,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,20,2.0,0.2594,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,21,2.0,0.2683,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,22,2.0,0.2772,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,23,2.0,0.2862,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,24,2.0,0.2951,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,25,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,26,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,27,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,28,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,29,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,30,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,31,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,32,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,33,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,34,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,35,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,36,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,37,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,38,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,39,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T2,Robust Resilience Portfolio,40,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,1,1.03,0.11,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,2,1.1841,0.1199,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,3,1.3481,0.1299,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,4,1.522,0.1398,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,5,1.7059,0.1498,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,6,1.8997,0.1597,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,7,2.0,0.1696,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,8,2.0,0.1796,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,9,2.0,0.1895,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,10,2.0,0.1995,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,11,2.0,0.2094,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,12,2.0,0.2193,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,13,2.0,0.2293,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,14,2.0,0.2392,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,15,2.0,0.2492,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,16,2.0,0.2591,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,17,2.0,0.269,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,18,2.0,0.279,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,19,2.0,0.2889,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,20,2.0,0.2989,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,21,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,22,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,23,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,24,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,25,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,26,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,27,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,28,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,29,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,30,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,31,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,32,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,33,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,34,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,35,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,36,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,37,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,38,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,39,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T3,Adaptive Governance,40,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,1,1.02,0.12,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,2,1.1834,0.1305,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,3,1.3572,0.1409,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,4,1.5415,0.1514,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,5,1.7362,0.1618,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,6,1.9414,0.1723,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,7,2.0,0.1827,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,8,2.0,0.1932,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,9,2.0,0.2036,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,10,2.0,0.2141,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,11,2.0,0.2245,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,12,2.0,0.235,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,13,2.0,0.2454,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,14,2.0,0.2559,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,15,2.0,0.2663,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,16,2.0,0.2768,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,17,2.0,0.2872,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,18,2.0,0.2977,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,19,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,20,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,21,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,22,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,23,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,24,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,25,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,26,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,27,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,28,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,29,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,30,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,31,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,32,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,33,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,34,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,35,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,36,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,37,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,38,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,39,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T4,Justice-Centered Transformation,40,2.0,0.3,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,1,1.03,0.065,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,2,1.1089,0.0694,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,3,1.1922,0.0739,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,4,1.28,0.0783,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,5,1.3722,0.0828,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,6,1.4688,0.0872,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,7,1.5699,0.0916,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,8,1.6221,0.0961,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,9,1.7321,0.1005,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,10,1.8465,0.1049,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,11,1.9653,0.1094,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,12,2.0,0.1138,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,13,2.0,0.1183,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,14,2.0,0.1227,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,15,2.0,0.1271,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,16,2.0,0.1316,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,17,2.0,0.136,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,18,2.0,0.1404,0.82,0.76,0.54
S3,Adaptive Transition,T5,Low-Cost Continuity,19,2.0,0.1449,0.82,0.76,0.54
