"scenario_id","scenario_name","strategy_id","strategy_name","time_step","system_state","adaptive_capacity"
"S2","High Disruption","T5","Low-Cost Continuity",33,1.3231,0.1009
"S2","High Disruption","T5","Low-Cost Continuity",34,1.3921,0.1032
"S2","High Disruption","T5","Low-Cost Continuity",35,1.4635,0.1055
"S2","High Disruption","T5","Low-Cost Continuity",36,1.5371,0.1077
"S2","High Disruption","T5","Low-Cost Continuity",37,1.6129,0.11
"S2","High Disruption","T5","Low-Cost Continuity",38,1.6911,0.1123
"S2","High Disruption","T5","Low-Cost Continuity",39,1.7715,0.1146
"S2","High Disruption","T5","Low-Cost Continuity",40,1.7609,0.1169
"S3","Adaptive Transition","T1","Efficiency Optimization",1,1.08,0.06
"S3","Adaptive Transition","T1","Efficiency Optimization",2,1.1657,0.0657
"S3","Adaptive Transition","T1","Efficiency Optimization",3,1.257,0.0713
"S3","Adaptive Transition","T1","Efficiency Optimization",4,1.354,0.077
"S3","Adaptive Transition","T1","Efficiency Optimization",5,1.4566,0.0826
"S3","Adaptive Transition","T1","Efficiency Optimization",6,1.5649,0.0883
"S3","Adaptive Transition","T1","Efficiency Optimization",7,1.6789,0.0939
"S3","Adaptive Transition","T1","Efficiency Optimization",8,1.7452,0.0996
"S3","Adaptive Transition","T1","Efficiency Optimization",9,1.8705,0.1053
"S3","Adaptive Transition","T1","Efficiency Optimization",10,2,0.1109
"S3","Adaptive Transition","T1","Efficiency Optimization",11,2,0.1166
"S3","Adaptive Transition","T1","Efficiency Optimization",12,2,0.1222
"S3","Adaptive Transition","T1","Efficiency Optimization",13,2,0.1279
"S3","Adaptive Transition","T1","Efficiency Optimization",14,2,0.1336
"S3","Adaptive Transition","T1","Efficiency Optimization",15,2,0.1392
"S3","Adaptive Transition","T1","Efficiency Optimization",16,2,0.1449
"S3","Adaptive Transition","T1","Efficiency Optimization",17,2,0.1505
"S3","Adaptive Transition","T1","Efficiency Optimization",18,2,0.1562
"S3","Adaptive Transition","T1","Efficiency Optimization",19,2,0.1618
"S3","Adaptive Transition","T1","Efficiency Optimization",20,2,0.1675
"S3","Adaptive Transition","T1","Efficiency Optimization",21,2,0.1732
"S3","Adaptive Transition","T1","Efficiency Optimization",22,2,0.1788
"S3","Adaptive Transition","T1","Efficiency Optimization",23,2,0.1845
"S3","Adaptive Transition","T1","Efficiency Optimization",24,2,0.1901
"S3","Adaptive Transition","T1","Efficiency Optimization",25,2,0.1958
"S3","Adaptive Transition","T1","Efficiency Optimization",26,2,0.2014
"S3","Adaptive Transition","T1","Efficiency Optimization",27,2,0.2071
"S3","Adaptive Transition","T1","Efficiency Optimization",28,2,0.2128
"S3","Adaptive Transition","T1","Efficiency Optimization",29,2,0.2184
"S3","Adaptive Transition","T1","Efficiency Optimization",30,2,0.2241
"S3","Adaptive Transition","T1","Efficiency Optimization",31,2,0.2297
"S3","Adaptive Transition","T1","Efficiency Optimization",32,2,0.2354
"S3","Adaptive Transition","T1","Efficiency Optimization",33,2,0.2411
"S3","Adaptive Transition","T1","Efficiency Optimization",34,2,0.2467
"S3","Adaptive Transition","T1","Efficiency Optimization",35,2,0.2524
"S3","Adaptive Transition","T1","Efficiency Optimization",36,2,0.258
"S3","Adaptive Transition","T1","Efficiency Optimization",37,2,0.2637
"S3","Adaptive Transition","T1","Efficiency Optimization",38,2,0.2693
"S3","Adaptive Transition","T1","Efficiency Optimization",39,2,0.275
"S3","Adaptive Transition","T1","Efficiency Optimization",40,2,0.2807
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",1,1.04,0.09
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",2,1.1727,0.0989
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",3,1.3143,0.1078
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",4,1.4648,0.1167
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",5,1.6242,0.1257
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",6,1.7925,0.1346
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",7,1.9698,0.1435
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",8,2,0.1524
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",9,2,0.1613
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",10,2,0.1702
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",11,2,0.1792
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",12,2,0.1881
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",13,2,0.197
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",14,2,0.2059
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",15,2,0.2148
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",16,2,0.2237
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",17,2,0.2327
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",18,2,0.2416
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",19,2,0.2505
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",20,2,0.2594
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",21,2,0.2683
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",22,2,0.2772
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",23,2,0.2862
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",24,2,0.2951
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",25,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",26,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",27,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",28,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",29,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",30,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",31,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",32,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",33,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",34,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",35,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",36,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",37,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",38,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",39,2,0.3
"S3","Adaptive Transition","T2","Robust Resilience Portfolio",40,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",1,1.03,0.11
"S3","Adaptive Transition","T3","Adaptive Governance",2,1.1841,0.1199
"S3","Adaptive Transition","T3","Adaptive Governance",3,1.3481,0.1299
"S3","Adaptive Transition","T3","Adaptive Governance",4,1.522,0.1398
"S3","Adaptive Transition","T3","Adaptive Governance",5,1.7059,0.1498
"S3","Adaptive Transition","T3","Adaptive Governance",6,1.8997,0.1597
"S3","Adaptive Transition","T3","Adaptive Governance",7,2,0.1696
"S3","Adaptive Transition","T3","Adaptive Governance",8,2,0.1796
"S3","Adaptive Transition","T3","Adaptive Governance",9,2,0.1895
"S3","Adaptive Transition","T3","Adaptive Governance",10,2,0.1995
"S3","Adaptive Transition","T3","Adaptive Governance",11,2,0.2094
"S3","Adaptive Transition","T3","Adaptive Governance",12,2,0.2193
"S3","Adaptive Transition","T3","Adaptive Governance",13,2,0.2293
"S3","Adaptive Transition","T3","Adaptive Governance",14,2,0.2392
"S3","Adaptive Transition","T3","Adaptive Governance",15,2,0.2492
"S3","Adaptive Transition","T3","Adaptive Governance",16,2,0.2591
"S3","Adaptive Transition","T3","Adaptive Governance",17,2,0.269
"S3","Adaptive Transition","T3","Adaptive Governance",18,2,0.279
"S3","Adaptive Transition","T3","Adaptive Governance",19,2,0.2889
"S3","Adaptive Transition","T3","Adaptive Governance",20,2,0.2989
"S3","Adaptive Transition","T3","Adaptive Governance",21,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",22,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",23,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",24,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",25,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",26,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",27,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",28,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",29,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",30,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",31,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",32,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",33,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",34,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",35,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",36,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",37,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",38,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",39,2,0.3
"S3","Adaptive Transition","T3","Adaptive Governance",40,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",1,1.02,0.12
"S3","Adaptive Transition","T4","Justice-Centered Transformation",2,1.1834,0.1305
"S3","Adaptive Transition","T4","Justice-Centered Transformation",3,1.3572,0.1409
"S3","Adaptive Transition","T4","Justice-Centered Transformation",4,1.5415,0.1514
"S3","Adaptive Transition","T4","Justice-Centered Transformation",5,1.7362,0.1618
"S3","Adaptive Transition","T4","Justice-Centered Transformation",6,1.9414,0.1723
"S3","Adaptive Transition","T4","Justice-Centered Transformation",7,2,0.1827
"S3","Adaptive Transition","T4","Justice-Centered Transformation",8,2,0.1932
"S3","Adaptive Transition","T4","Justice-Centered Transformation",9,2,0.2036
"S3","Adaptive Transition","T4","Justice-Centered Transformation",10,2,0.2141
"S3","Adaptive Transition","T4","Justice-Centered Transformation",11,2,0.2245
"S3","Adaptive Transition","T4","Justice-Centered Transformation",12,2,0.235
"S3","Adaptive Transition","T4","Justice-Centered Transformation",13,2,0.2454
"S3","Adaptive Transition","T4","Justice-Centered Transformation",14,2,0.2559
"S3","Adaptive Transition","T4","Justice-Centered Transformation",15,2,0.2663
"S3","Adaptive Transition","T4","Justice-Centered Transformation",16,2,0.2768
"S3","Adaptive Transition","T4","Justice-Centered Transformation",17,2,0.2872
"S3","Adaptive Transition","T4","Justice-Centered Transformation",18,2,0.2977
"S3","Adaptive Transition","T4","Justice-Centered Transformation",19,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",20,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",21,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",22,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",23,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",24,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",25,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",26,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",27,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",28,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",29,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",30,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",31,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",32,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",33,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",34,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",35,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",36,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",37,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",38,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",39,2,0.3
"S3","Adaptive Transition","T4","Justice-Centered Transformation",40,2,0.3
"S3","Adaptive Transition","T5","Low-Cost Continuity",1,1.03,0.065
"S3","Adaptive Transition","T5","Low-Cost Continuity",2,1.1089,0.0694
"S3","Adaptive Transition","T5","Low-Cost Continuity",3,1.1922,0.0739
"S3","Adaptive Transition","T5","Low-Cost Continuity",4,1.28,0.0783
"S3","Adaptive Transition","T5","Low-Cost Continuity",5,1.3722,0.0828
"S3","Adaptive Transition","T5","Low-Cost Continuity",6,1.4688,0.0872
"S3","Adaptive Transition","T5","Low-Cost Continuity",7,1.5699,0.0916
"S3","Adaptive Transition","T5","Low-Cost Continuity",8,1.6221,0.0961
"S3","Adaptive Transition","T5","Low-Cost Continuity",9,1.7321,0.1005
"S3","Adaptive Transition","T5","Low-Cost Continuity",10,1.8465,0.1049
"S3","Adaptive Transition","T5","Low-Cost Continuity",11,1.9653,0.1094
"S3","Adaptive Transition","T5","Low-Cost Continuity",12,2,0.1138
"S3","Adaptive Transition","T5","Low-Cost Continuity",13,2,0.1183
"S3","Adaptive Transition","T5","Low-Cost Continuity",14,2,0.1227
"S3","Adaptive Transition","T5","Low-Cost Continuity",15,2,0.1271
"S3","Adaptive Transition","T5","Low-Cost Continuity",16,2,0.1316
"S3","Adaptive Transition","T5","Low-Cost Continuity",17,2,0.136
"S3","Adaptive Transition","T5","Low-Cost Continuity",18,2,0.1404
"S3","Adaptive Transition","T5","Low-Cost Continuity",19,2,0.1449
"S3","Adaptive Transition","T5","Low-Cost Continuity",20,2,0.1493
"S3","Adaptive Transition","T5","Low-Cost Continuity",21,2,0.1538
"S3","Adaptive Transition","T5","Low-Cost Continuity",22,2,0.1582
"S3","Adaptive Transition","T5","Low-Cost Continuity",23,2,0.1626
"S3","Adaptive Transition","T5","Low-Cost Continuity",24,2,0.1671
"S3","Adaptive Transition","T5","Low-Cost Continuity",25,2,0.1715
"S3","Adaptive Transition","T5","Low-Cost Continuity",26,2,0.1759
"S3","Adaptive Transition","T5","Low-Cost Continuity",27,2,0.1804
"S3","Adaptive Transition","T5","Low-Cost Continuity",28,2,0.1848
"S3","Adaptive Transition","T5","Low-Cost Continuity",29,2,0.1893
"S3","Adaptive Transition","T5","Low-Cost Continuity",30,2,0.1937
"S3","Adaptive Transition","T5","Low-Cost Continuity",31,2,0.1981
"S3","Adaptive Transition","T5","Low-Cost Continuity",32,2,0.2026
"S3","Adaptive Transition","T5","Low-Cost Continuity",33,2,0.207
"S3","Adaptive Transition","T5","Low-Cost Continuity",34,2,0.2115
"S3","Adaptive Transition","T5","Low-Cost Continuity",35,2,0.2159
"S3","Adaptive Transition","T5","Low-Cost Continuity",36,2,0.2203
"S3","Adaptive Transition","T5","Low-Cost Continuity",37,2,0.2248
"S3","Adaptive Transition","T5","Low-Cost Continuity",38,2,0.2292
"S3","Adaptive Transition","T5","Low-Cost Continuity",39,2,0.2336
"S3","Adaptive Transition","T5","Low-Cost Continuity",40,2,0.2381
"S4","Fragmented Response","T1","Efficiency Optimization",1,1.08,0.015
"S4","Fragmented Response","T1","Efficiency Optimization",2,1.0806,0.0182
"S4","Fragmented Response","T1","Efficiency Optimization",3,1.0843,0.0213
"S4","Fragmented Response","T1","Efficiency Optimization",4,1.0913,0.0245
"S4","Fragmented Response","T1","Efficiency Optimization",5,1.1014,0.0277
"S4","Fragmented Response","T1","Efficiency Optimization",6,1.1147,0.0309
"S4","Fragmented Response","T1","Efficiency Optimization",7,1.1311,0.034
"S4","Fragmented Response","T1","Efficiency Optimization",8,1.0774,0.0372
"S4","Fragmented Response","T1","Efficiency Optimization",9,1.1002,0.0404
"S4","Fragmented Response","T1","Efficiency Optimization",10,1.1262,0.0436
"S4","Fragmented Response","T1","Efficiency Optimization",11,1.1554,0.0467
"S4","Fragmented Response","T1","Efficiency Optimization",12,1.1877,0.0499
"S4","Fragmented Response","T1","Efficiency Optimization",13,1.2232,0.0531
"S4","Fragmented Response","T1","Efficiency Optimization",14,1.2619,0.0563
"S4","Fragmented Response","T1","Efficiency Optimization",15,1.3037,0.0594
"S4","Fragmented Response","T1","Efficiency Optimization",16,1.2754,0.0626
"S4","Fragmented Response","T1","Efficiency Optimization",17,1.3236,0.0658
"S4","Fragmented Response","T1","Efficiency Optimization",18,1.375,0.069
"S4","Fragmented Response","T1","Efficiency Optimization",19,1.4295,0.0721
"S4","Fragmented Response","T1","Efficiency Optimization",20,1.4872,0.0753
"S4","Fragmented Response","T1","Efficiency Optimization",21,1.5481,0.0785
"S4","Fragmented Response","T1","Efficiency Optimization",22,1.6122,0.0817
"S4","Fragmented Response","T1","Efficiency Optimization",23,1.6794,0.0848
"S4","Fragmented Response","T1","Efficiency Optimization",24,1.6765,0.088
"S4","Fragmented Response","T1","Efficiency Optimization",25,1.7501,0.0912
"S4","Fragmented Response","T1","Efficiency Optimization",26,1.8269,0.0943
"S4","Fragmented Response","T1","Efficiency Optimization",27,1.9068,0.0975
"S4","Fragmented Response","T1","Efficiency Optimization",28,1.9899,0.1007
"S4","Fragmented Response","T1","Efficiency Optimization",29,2,0.1039
"S4","Fragmented Response","T1","Efficiency Optimization",30,2,0.107
"S4","Fragmented Response","T1","Efficiency Optimization",31,2,0.1102
"S4","Fragmented Response","T1","Efficiency Optimization",32,2,0.1134
"S4","Fragmented Response","T1","Efficiency Optimization",33,2,0.1166
"S4","Fragmented Response","T1","Efficiency Optimization",34,2,0.1197
"S4","Fragmented Response","T1","Efficiency Optimization",35,2,0.1229
"S4","Fragmented Response","T1","Efficiency Optimization",36,2,0.1261
"S4","Fragmented Response","T1","Efficiency Optimization",37,2,0.1293
"S4","Fragmented Response","T1","Efficiency Optimization",38,2,0.1324
"S4","Fragmented Response","T1","Efficiency Optimization",39,2,0.1356
"S4","Fragmented Response","T1","Efficiency Optimization",40,2,0.1388
"S4","Fragmented Response","T2","Robust Resilience Portfolio",1,1.04,0.045
"S4","Fragmented Response","T2","Robust Resilience Portfolio",2,1.1046,0.05
"S4","Fragmented Response","T2","Robust Resilience Portfolio",3,1.1742,0.0551
"S4","Fragmented Response","T2","Robust Resilience Portfolio",4,1.2488,0.0601
"S4","Fragmented Response","T2","Robust Resilience Portfolio",5,1.3285,0.0651
"S4","Fragmented Response","T2","Robust Resilience Portfolio",6,1.4132,0.0701
"S4","Fragmented Response","T2","Robust Resilience Portfolio",7,1.5029,0.0752
"S4","Fragmented Response","T2","Robust Resilience Portfolio",8,1.5477,0.0802
"S4","Fragmented Response","T2","Robust Resilience Portfolio",9,1.6475,0.0852
"S4","Fragmented Response","T2","Robust Resilience Portfolio",10,1.7523,0.0903
"S4","Fragmented Response","T2","Robust Resilience Portfolio",11,1.8621,0.0953
"S4","Fragmented Response","T2","Robust Resilience Portfolio",12,1.977,0.1003
"S4","Fragmented Response","T2","Robust Resilience Portfolio",13,2,0.1053
"S4","Fragmented Response","T2","Robust Resilience Portfolio",14,2,0.1104
"S4","Fragmented Response","T2","Robust Resilience Portfolio",15,2,0.1154
"S4","Fragmented Response","T2","Robust Resilience Portfolio",16,2,0.1204
"S4","Fragmented Response","T2","Robust Resilience Portfolio",17,2,0.1254
"S4","Fragmented Response","T2","Robust Resilience Portfolio",18,2,0.1305
"S4","Fragmented Response","T2","Robust Resilience Portfolio",19,2,0.1355
"S4","Fragmented Response","T2","Robust Resilience Portfolio",20,2,0.1405
"S4","Fragmented Response","T2","Robust Resilience Portfolio",21,2,0.1456
"S4","Fragmented Response","T2","Robust Resilience Portfolio",22,2,0.1506
"S4","Fragmented Response","T2","Robust Resilience Portfolio",23,2,0.1556
"S4","Fragmented Response","T2","Robust Resilience Portfolio",24,2,0.1606
"S4","Fragmented Response","T2","Robust Resilience Portfolio",25,2,0.1657
"S4","Fragmented Response","T2","Robust Resilience Portfolio",26,2,0.1707
"S4","Fragmented Response","T2","Robust Resilience Portfolio",27,2,0.1757
"S4","Fragmented Response","T2","Robust Resilience Portfolio",28,2,0.1808
"S4","Fragmented Response","T2","Robust Resilience Portfolio",29,2,0.1858
"S4","Fragmented Response","T2","Robust Resilience Portfolio",30,2,0.1908
"S4","Fragmented Response","T2","Robust Resilience Portfolio",31,2,0.1958
"S4","Fragmented Response","T2","Robust Resilience Portfolio",32,2,0.2009
"S4","Fragmented Response","T2","Robust Resilience Portfolio",33,2,0.2059
"S4","Fragmented Response","T2","Robust Resilience Portfolio",34,2,0.2109
"S4","Fragmented Response","T2","Robust Resilience Portfolio",35,2,0.216
"S4","Fragmented Response","T2","Robust Resilience Portfolio",36,2,0.221
"S4","Fragmented Response","T2","Robust Resilience Portfolio",37,2,0.226
"S4","Fragmented Response","T2","Robust Resilience Portfolio",38,2,0.231
"S4","Fragmented Response","T2","Robust Resilience Portfolio",39,2,0.2361
"S4","Fragmented Response","T2","Robust Resilience Portfolio",40,2,0.2411
"S4","Fragmented Response","T3","Adaptive Governance",1,1.03,0.065
"S4","Fragmented Response","T3","Adaptive Governance",2,1.1134,0.0706
"S4","Fragmented Response","T3","Adaptive Governance",3,1.2025,0.0762
"S4","Fragmented Response","T3","Adaptive Governance",4,1.2972,0.0819
"S4","Fragmented Response","T3","Adaptive Governance",5,1.3975,0.0875
"S4","Fragmented Response","T3","Adaptive Governance",6,1.5034,0.0931
"S4","Fragmented Response","T3","Adaptive Governance",7,1.6149,0.0987
"S4","Fragmented Response","T3","Adaptive Governance",8,1.6621,0.1043
"S4","Fragmented Response","T3","Adaptive Governance",9,1.7849,0.11
"S4","Fragmented Response","T3","Adaptive Governance",10,1.9133,0.1156
"S4","Fragmented Response","T3","Adaptive Governance",11,2,0.1212
"S4","Fragmented Response","T3","Adaptive Governance",12,2,0.1268
"S4","Fragmented Response","T3","Adaptive Governance",13,2,0.1324
"S4","Fragmented Response","T3","Adaptive Governance",14,2,0.1381
"S4","Fragmented Response","T3","Adaptive Governance",15,2,0.1437
"S4","Fragmented Response","T3","Adaptive Governance",16,2,0.1493
"S4","Fragmented Response","T3","Adaptive Governance",17,2,0.1549
"S4","Fragmented Response","T3","Adaptive Governance",18,2,0.1605
"S4","Fragmented Response","T3","Adaptive Governance",19,2,0.1662
"S4","Fragmented Response","T3","Adaptive Governance",20,2,0.1718
"S4","Fragmented Response","T3","Adaptive Governance",21,2,0.1774
"S4","Fragmented Response","T3","Adaptive Governance",22,2,0.183
"S4","Fragmented Response","T3","Adaptive Governance",23,2,0.1886
"S4","Fragmented Response","T3","Adaptive Governance",24,2,0.1943
"S4","Fragmented Response","T3","Adaptive Governance",25,2,0.1999
"S4","Fragmented Response","T3","Adaptive Governance",26,2,0.2055
"S4","Fragmented Response","T3","Adaptive Governance",27,2,0.2111
"S4","Fragmented Response","T3","Adaptive Governance",28,2,0.2167
"S4","Fragmented Response","T3","Adaptive Governance",29,2,0.2224
"S4","Fragmented Response","T3","Adaptive Governance",30,2,0.228
"S4","Fragmented Response","T3","Adaptive Governance",31,2,0.2336
"S4","Fragmented Response","T3","Adaptive Governance",32,2,0.2392
"S4","Fragmented Response","T3","Adaptive Governance",33,2,0.2448
"S4","Fragmented Response","T3","Adaptive Governance",34,2,0.2505
"S4","Fragmented Response","T3","Adaptive Governance",35,2,0.2561
"S4","Fragmented Response","T3","Adaptive Governance",36,2,0.2617
"S4","Fragmented Response","T3","Adaptive Governance",37,2,0.2673
"S4","Fragmented Response","T3","Adaptive Governance",38,2,0.2729
"S4","Fragmented Response","T3","Adaptive Governance",39,2,0.2786
"S4","Fragmented Response","T3","Adaptive Governance",40,2,0.2842
"S4","Fragmented Response","T4","Justice-Centered Transformation",1,1.02,0.075
"S4","Fragmented Response","T4","Justice-Centered Transformation",2,1.1146,0.0809
"S4","Fragmented Response","T4","Justice-Centered Transformation",3,1.2152,0.0868
"S4","Fragmented Response","T4","Justice-Centered Transformation",4,1.3217,0.0927
"S4","Fragmented Response","T4","Justice-Centered Transformation",5,1.434,0.0987
"S4","Fragmented Response","T4","Justice-Centered Transformation",6,1.5523,0.1046
"S4","Fragmented Response","T4","Justice-Centered Transformation",7,1.6766,0.1105
"S4","Fragmented Response","T4","Justice-Centered Transformation",8,1.7467,0.1164
"S4","Fragmented Response","T4","Justice-Centered Transformation",9,1.8827,0.1223
"S4","Fragmented Response","T4","Justice-Centered Transformation",10,2,0.1282
"S4","Fragmented Response","T4","Justice-Centered Transformation",11,2,0.1342
"S4","Fragmented Response","T4","Justice-Centered Transformation",12,2,0.1401
"S4","Fragmented Response","T4","Justice-Centered Transformation",13,2,0.146
"S4","Fragmented Response","T4","Justice-Centered Transformation",14,2,0.1519
"S4","Fragmented Response","T4","Justice-Centered Transformation",15,2,0.1578
"S4","Fragmented Response","T4","Justice-Centered Transformation",16,2,0.1637
"S4","Fragmented Response","T4","Justice-Centered Transformation",17,2,0.1697
"S4","Fragmented Response","T4","Justice-Centered Transformation",18,2,0.1756
"S4","Fragmented Response","T4","Justice-Centered Transformation",19,2,0.1815
"S4","Fragmented Response","T4","Justice-Centered Transformation",20,2,0.1874
"S4","Fragmented Response","T4","Justice-Centered Transformation",21,2,0.1933
"S4","Fragmented Response","T4","Justice-Centered Transformation",22,2,0.1992
"S4","Fragmented Response","T4","Justice-Centered Transformation",23,2,0.2052
"S4","Fragmented Response","T4","Justice-Centered Transformation",24,2,0.2111
"S4","Fragmented Response","T4","Justice-Centered Transformation",25,2,0.217
"S4","Fragmented Response","T4","Justice-Centered Transformation",26,2,0.2229
"S4","Fragmented Response","T4","Justice-Centered Transformation",27,2,0.2288
"S4","Fragmented Response","T4","Justice-Centered Transformation",28,2,0.2347
"S4","Fragmented Response","T4","Justice-Centered Transformation",29,2,0.2406
"S4","Fragmented Response","T4","Justice-Centered Transformation",30,2,0.2466
"S4","Fragmented Response","T4","Justice-Centered Transformation",31,2,0.2525
"S4","Fragmented Response","T4","Justice-Centered Transformation",32,2,0.2584
"S4","Fragmented Response","T4","Justice-Centered Transformation",33,2,0.2643
"S4","Fragmented Response","T4","Justice-Centered Transformation",34,2,0.2702
"S4","Fragmented Response","T4","Justice-Centered Transformation",35,2,0.2761
"S4","Fragmented Response","T4","Justice-Centered Transformation",36,2,0.2821
"S4","Fragmented Response","T4","Justice-Centered Transformation",37,2,0.288
"S4","Fragmented Response","T4","Justice-Centered Transformation",38,2,0.2939
"S4","Fragmented Response","T4","Justice-Centered Transformation",39,2,0.2998
"S4","Fragmented Response","T4","Justice-Centered Transformation",40,2,0.3
"S4","Fragmented Response","T5","Low-Cost Continuity",1,1.03,0.02
"S4","Fragmented Response","T5","Low-Cost Continuity",2,1.0243,0.0225
"S4","Fragmented Response","T5","Low-Cost Continuity",3,1.0212,0.025
"S4","Fragmented Response","T5","Low-Cost Continuity",4,1.0205,0.0275
"S4","Fragmented Response","T5","Low-Cost Continuity",5,1.0224,0.03
"S4","Fragmented Response","T5","Low-Cost Continuity",6,1.0267,0.0325
"S4","Fragmented Response","T5","Low-Cost Continuity",7,1.0335,0.035
"S4","Fragmented Response","T5","Low-Cost Continuity",8,0.9695,0.0375
"S4","Fragmented Response","T5","Low-Cost Continuity",9,0.9799,0.0401
"S4","Fragmented Response","T5","Low-Cost Continuity",10,0.9935,0.0427
"S4","Fragmented Response","T5","Low-Cost Continuity",11,1.0103,0.0453
"S4","Fragmented Response","T5","Low-Cost Continuity",12,1.03,0.0478
"S4","Fragmented Response","T5","Low-Cost Continuity",13,1.0521,0.0503
"S4","Fragmented Response","T5","Low-Cost Continuity",14,1.0767,0.0528
"S4","Fragmented Response","T5","Low-Cost Continuity",15,1.1038,0.0553
"S4","Fragmented Response","T5","Low-Cost Continuity",16,1.0601,0.0578
"S4","Fragmented Response","T5","Low-Cost Continuity",17,1.0922,0.0602
"S4","Fragmented Response","T5","Low-Cost Continuity",18,1.1268,0.0627
