pathway_id,profile_id,scenario_id,pathway_name,time_step,inherited_burden,future_freedom,institutional_capacity,ecological_damage,adaptive_capacity,future_representation,reparative_continuity,public_legitimacy,stewardship_score
ALP4,IGP4,FGS4,Technological Lock-In Pathway,43,0.1026,0.8523,0.8859,0.0,0.7686,0.8131,0.787,0.7897,0.7323
ALP4,IGP4,FGS4,Technological Lock-In Pathway,44,0.079,0.8762,0.9043,0.0,0.7836,0.8267,0.802,0.807,0.7495
ALP4,IGP4,FGS4,Technological Lock-In Pathway,45,0.0549,0.9009,0.9232,0.0,0.7992,0.8405,0.8175,0.8248,0.7671
ALP4,IGP4,FGS4,Technological Lock-In Pathway,46,0.0303,0.9263,0.9427,0.0,0.8151,0.8547,0.8334,0.843,0.7853
ALP4,IGP4,FGS4,Technological Lock-In Pathway,47,0.0053,0.9526,0.9628,0.0,0.8316,0.8691,0.8498,0.8618,0.804
ALP4,IGP4,FGS4,Technological Lock-In Pathway,48,0.0,0.9797,0.9833,0.0,0.8603,0.8958,0.8786,0.8811,0.8272
ALP4,IGP4,FGS4,Technological Lock-In Pathway,49,0.0,1.0074,1.0044,0.0,0.8775,0.9109,0.8957,0.9008,0.8452
ALP4,IGP4,FGS4,Technological Lock-In Pathway,50,0.0,1.0356,1.0259,0.0,0.8951,0.9263,0.9132,0.9208,0.8635
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,1,0.78,0.34,0.34,0.66,0.32,0.28,0.34,0.36,0.2228
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,2,0.7772,0.3337,0.3413,0.6556,0.3144,0.2856,0.3383,0.3588,0.2217
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,3,0.7745,0.3275,0.3426,0.6513,0.309,0.2912,0.3367,0.3576,0.2207
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,4,0.7717,0.3214,0.344,0.647,0.3037,0.2968,0.3352,0.3565,0.2197
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,5,0.7688,0.3153,0.3454,0.6428,0.2984,0.3024,0.3338,0.3555,0.2188
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,6,0.776,0.3091,0.3467,0.6387,0.2933,0.308,0.3324,0.3546,0.2172
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,7,0.7731,0.3031,0.348,0.6347,0.2882,0.3136,0.3312,0.3537,0.2163
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,8,0.7702,0.297,0.3494,0.6307,0.2833,0.3193,0.33,0.3529,0.2155
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,9,0.7673,0.2911,0.3509,0.6267,0.2785,0.3249,0.329,0.3522,0.2148
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,10,0.7643,0.285,0.3523,0.6368,0.2737,0.3305,0.328,0.3515,0.2134
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,11,0.7615,0.2791,0.3538,0.6329,0.269,0.3362,0.3271,0.3509,0.2127
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,12,0.7686,0.2733,0.3553,0.6291,0.2763,0.3538,0.3383,0.3505,0.2168
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,13,0.7653,0.2676,0.357,0.6251,0.2719,0.3594,0.3377,0.3502,0.2163
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,14,0.762,0.262,0.3588,0.6211,0.2675,0.3651,0.3371,0.35,0.2159
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,15,0.7587,0.2565,0.3606,0.6172,0.2633,0.3708,0.3367,0.3498,0.2156
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,16,0.7553,0.2511,0.3625,0.6132,0.2593,0.3765,0.3364,0.3498,0.2153
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,17,0.7519,0.2458,0.3643,0.6093,0.2553,0.3822,0.3362,0.3499,0.2151
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,18,0.7584,0.2404,0.3662,0.6054,0.2514,0.3878,0.336,0.35,0.2143
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,19,0.7549,0.2351,0.3681,0.6016,0.2477,0.3936,0.336,0.3502,0.2142
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,20,0.7513,0.2298,0.3701,0.6118,0.2439,0.3994,0.336,0.3504,0.2136
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,21,0.7478,0.2246,0.3722,0.608,0.2402,0.4051,0.3361,0.3507,0.2136
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,22,0.7443,0.2194,0.3743,0.6042,0.2367,0.4109,0.3363,0.3512,0.2137
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,23,0.7407,0.2144,0.3765,0.6003,0.2333,0.4168,0.3366,0.3517,0.2138
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,24,0.747,0.2096,0.3786,0.5966,0.242,0.4345,0.3491,0.3525,0.2187
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,25,0.743,0.205,0.381,0.5926,0.2389,0.4404,0.3498,0.3533,0.2192
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,26,0.7388,0.2004,0.3836,0.5885,0.2359,0.4463,0.3505,0.3543,0.2197
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,27,0.7346,0.196,0.3862,0.5845,0.2331,0.4522,0.3514,0.3554,0.2203
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,28,0.7303,0.1917,0.3888,0.5804,0.2304,0.4582,0.3524,0.3566,0.221
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,29,0.726,0.1876,0.3916,0.5762,0.2279,0.4642,0.3535,0.358,0.2219
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,30,0.7315,0.1833,0.3943,0.5861,0.2253,0.4701,0.3546,0.3593,0.2215
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,31,0.7271,0.1791,0.3971,0.582,0.2229,0.4762,0.3558,0.3608,0.2224
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,32,0.7227,0.1751,0.4001,0.5779,0.2206,0.4823,0.3572,0.3623,0.2234
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,33,0.7181,0.1713,0.4031,0.5737,0.2184,0.4884,0.3587,0.364,0.2245
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,34,0.7136,0.1675,0.4061,0.5694,0.2164,0.4945,0.3604,0.3659,0.2257
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,35,0.7088,0.164,0.4093,0.5651,0.2145,0.5007,0.3621,0.3678,0.227
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,36,0.714,0.1607,0.4125,0.5608,0.2248,0.5189,0.3761,0.3701,0.2332
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,37,0.7087,0.1576,0.416,0.5562,0.2233,0.5252,0.3782,0.3724,0.2348
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,38,0.7033,0.1547,0.4197,0.5515,0.2219,0.5316,0.3804,0.3749,0.2366
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,39,0.6978,0.152,0.4234,0.5468,0.2208,0.5379,0.3828,0.3775,0.2386
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,40,0.6922,0.1493,0.4273,0.5559,0.2196,0.5444,0.3853,0.3803,0.24
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,41,0.6866,0.1469,0.4313,0.551,0.2187,0.5509,0.3879,0.3831,0.2422
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,42,0.6909,0.1445,0.4353,0.546,0.2178,0.5574,0.3907,0.3861,0.2438
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,43,0.685,0.1423,0.4394,0.541,0.2172,0.564,0.3936,0.3893,0.2462
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,44,0.679,0.1403,0.4437,0.5358,0.2167,0.5706,0.3966,0.3926,0.2487
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,45,0.6729,0.1385,0.4481,0.5306,0.2164,0.5774,0.3998,0.396,0.2513
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,46,0.6666,0.137,0.4527,0.5252,0.2163,0.5841,0.4032,0.3997,0.2542
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,47,0.6602,0.1356,0.4574,0.5197,0.2164,0.591,0.4067,0.4035,0.2572
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,48,0.6637,0.1347,0.462,0.5142,0.2286,0.6099,0.4224,0.4076,0.265
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,49,0.6566,0.134,0.4672,0.5082,0.2291,0.6169,0.4264,0.4118,0.2684
ALP5,IGP5,FGS5,Deferred Maintenance Crisis Pathway,50,0.6493,0.1335,0.4724,0.5161,0.2297,0.6239,0.4304,0.4162,0.2714
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,1,0.32,0.84,0.84,0.26,0.86,0.86,0.94,0.84,0.7448
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,2,0.2962,0.8606,0.8582,0.2344,0.8713,0.8736,0.9529,0.8558,0.7613
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,3,0.2717,0.8823,0.8768,0.2082,0.8834,0.8874,0.9663,0.8721,0.7784
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,4,0.2466,0.9049,0.896,0.1813,0.8962,0.9016,0.9803,0.8891,0.7962
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,5,0.2208,0.9286,0.9158,0.1537,0.9097,0.916,0.9948,0.9067,0.8146
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,6,0.2043,0.9533,0.936,0.1255,0.9239,0.9307,1.0099,0.9249,0.8331
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,7,0.1771,0.9791,0.9568,0.0965,0.9389,0.9458,1.0256,0.9438,0.8528
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,8,0.1491,1.006,0.9782,0.0668,0.9546,0.9611,1.0418,0.9634,0.8733
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,9,0.1204,1.0341,1.0003,0.0363,0.9712,0.9769,1.0587,0.9836,0.8945
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,10,0.0908,1.0633,1.023,0.0189,0.9886,0.9929,1.0762,1.0045,0.9159
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,11,0.0606,1.0937,1.0464,0.0,1.0066,1.0093,1.0943,1.0261,0.938
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,12,0.0397,1.1251,1.0703,0.0,1.0371,1.038,1.125,1.0485,0.9647
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,13,0.0079,1.1575,1.0952,0.0,1.0564,1.0552,1.1443,1.0714,0.9873
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,14,0.0,1.1907,1.1206,0.0,1.076,1.0727,1.164,1.0948,1.0091
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,15,0.0,1.2244,1.1466,0.0,1.096,1.0906,1.1841,1.1186,1.0307
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,16,0.0,1.2589,1.1729,0.0,1.1165,1.109,1.2046,1.143,1.0528
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,17,0.0,1.294,1.1998,0.0,1.1374,1.1277,1.2254,1.1677,1.0753
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,18,0.0,1.3297,1.2271,0.0,1.1587,1.1468,1.2467,1.193,1.0982
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,19,0.0,1.3662,1.255,0.0,1.1804,1.1664,1.2684,1.2187,1.1217
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,20,0.0,1.4033,1.2834,0.0,1.2026,1.1864,1.2906,1.2449,1.1455
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,21,0.0,1.4412,1.3123,0.0,1.2252,1.2069,1.3131,1.2716,1.1699
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,22,0.0,1.4798,1.3418,0.0,1.2482,1.2278,1.3361,1.2989,1.1947
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,23,0.0,1.5192,1.3719,0.0,1.2718,1.2491,1.3596,1.3266,1.22
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,24,0.0,1.5595,1.4025,0.0,1.3078,1.2829,1.3956,1.3551,1.2512
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,25,0.0,1.6007,1.4339,0.0,1.3324,1.3052,1.4202,1.3841,1.2776
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,26,0.0,1.6426,1.4659,0.0,1.3575,1.328,1.4452,1.4136,1.3046
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,27,0.0,1.6854,1.4985,0.0,1.3831,1.3513,1.4707,1.4438,1.3321
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,28,0.0,1.7289,1.5318,0.0,1.4092,1.3751,1.4967,1.4745,1.3602
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,29,0.0,1.7734,1.5656,0.0,1.4359,1.3995,1.5232,1.5058,1.3888
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,30,0.0,1.8,1.6001,0.0,1.4631,1.4242,1.5502,1.5377,1.4146
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,31,0.0,1.8,1.6353,0.0,1.4908,1.4496,1.5778,1.5702,1.436
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,32,0.0,1.8,1.6711,0.0,1.5191,1.4756,1.606,1.6033,1.4579
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,33,0.0,1.8,1.7076,0.0,1.548,1.502,1.6346,1.6371,1.4802
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,34,0.0,1.8,1.7448,0.0,1.5775,1.5291,1.6639,1.6715,1.5029
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,35,0.0,1.8,1.7828,0.0,1.6076,1.5567,1.6937,1.7066,1.5261
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,36,0.0,1.8,1.8,0.0,1.65,1.5967,1.7361,1.7424,1.5511
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,37,0.0,1.8,1.8,0.0,1.6808,1.6251,1.7667,1.7786,1.5679
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,38,0.0,1.8,1.8,0.0,1.7118,1.6537,1.7977,1.8,1.5834
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,39,0.0,1.8,1.8,0.0,1.743,1.6825,1.8,1.8,1.5933
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,40,0.0,1.8,1.8,0.0,1.7745,1.7113,1.8,1.8,1.603
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,41,0.0,1.8,1.8,0.0,1.8,1.7401,1.8,1.8,1.6116
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,42,0.0,1.8,1.8,0.0,1.8,1.7688,1.8,1.8,1.6156
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,43,0.0,1.8,1.8,0.0,1.8,1.7976,1.8,1.8,1.6197
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,44,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,45,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,46,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,47,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,48,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,49,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP6,IGP6,FGS6,Reparative Intergenerational Compact Pathway,50,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,1,0.36,0.8,0.78,0.34,0.8,0.88,0.76,0.82,0.6896
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,2,0.3389,0.8172,0.7974,0.3176,0.8098,0.8929,0.772,0.8337,0.7044
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,3,0.3173,0.8353,0.8153,0.2947,0.8203,0.9061,0.7845,0.848,0.7197
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,4,0.295,0.8544,0.8336,0.2711,0.8314,0.9196,0.7975,0.8629,0.7357
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,5,0.2722,0.8744,0.8525,0.247,0.8431,0.9333,0.811,0.8783,0.7522
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,6,0.2587,0.8952,0.8717,0.2222,0.8555,0.9472,0.8251,0.8943,0.7687
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,7,0.2346,0.917,0.8915,0.1968,0.8687,0.9615,0.8396,0.9109,0.7864
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,8,0.2098,0.9399,0.9119,0.1707,0.8825,0.9761,0.8547,0.9281,0.8048
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,9,0.1843,0.9639,0.9328,0.1438,0.8971,0.991,0.8704,0.9459,0.8238
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,10,0.1581,0.9888,0.9543,0.1303,0.9123,1.0062,0.8866,0.9644,0.843
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,11,0.1313,1.0148,0.9764,0.1019,0.9283,1.0217,0.9035,0.9835,0.8634
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,12,0.1138,1.0422,0.9989,0.0728,0.9571,1.0495,0.933,1.0034,0.8892
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,13,0.0851,1.0708,1.0224,0.0426,0.9748,1.0657,0.9511,1.0241,0.9112
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,14,0.0555,1.1006,1.0466,0.0116,0.9933,1.0823,0.97,1.0455,0.934
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,15,0.0251,1.1315,1.0714,0.0,1.0125,1.0992,0.9894,1.0676,0.9567
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,16,0.0,1.1634,1.0969,0.0,1.0323,1.1166,1.0093,1.0903,0.9791
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,17,0.0,1.1959,1.1228,0.0,1.0524,1.1343,1.0296,1.1134,1.0005
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,18,0.0,1.229,1.1492,0.0,1.073,1.1523,1.0503,1.1369,1.0223
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,19,0.0,1.2628,1.1761,0.0,1.094,1.1708,1.0715,1.161,1.0445
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,20,0.0,1.2973,1.2036,0.0,1.1154,1.1897,1.093,1.1855,1.0672
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,21,0.0,1.3325,1.2315,0.0,1.1372,1.2091,1.1149,1.2104,1.0903
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,22,0.0,1.3683,1.2599,0.0,1.1595,1.2288,1.1373,1.2359,1.1139
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,23,0.0,1.4049,1.2889,0.0,1.1822,1.249,1.1601,1.2619,1.138
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,24,0.0,1.4425,1.3184,0.0,1.2174,1.2816,1.1955,1.2886,1.1678
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,25,0.0,1.4808,1.3487,0.0,1.2411,1.3027,1.2193,1.3157,1.193
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,26,0.0,1.5199,1.3795,0.0,1.2654,1.3243,1.2436,1.3434,1.2186
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,27,0.0,1.5598,1.411,0.0,1.2901,1.3463,1.2683,1.3717,1.2448
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,28,0.0,1.6005,1.443,0.0,1.3153,1.3688,1.2935,1.4005,1.2715
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,29,0.0,1.642,1.4756,0.0,1.341,1.3918,1.3193,1.4299,1.2987
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,30,0.0,1.6843,1.5087,0.0,1.3672,1.4153,1.3455,1.4598,1.3264
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,31,0.0,1.7274,1.5426,0.0,1.3939,1.4393,1.3722,1.4904,1.3547
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,32,0.0,1.7714,1.5771,0.0,1.4212,1.4638,1.3995,1.5215,1.3836
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,33,0.0,1.8,1.6122,0.0,1.449,1.4889,1.4273,1.5533,1.4101
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,34,0.0,1.8,1.648,0.0,1.4774,1.5145,1.4556,1.5857,1.4318
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,35,0.0,1.8,1.6844,0.0,1.5064,1.5407,1.4845,1.6187,1.4541
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,36,0.0,1.8,1.7215,0.0,1.5479,1.5793,1.526,1.6525,1.482
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,37,0.0,1.8,1.7596,0.0,1.5782,1.6066,1.5562,1.6871,1.5052
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,38,0.0,1.8,1.7985,0.0,1.609,1.6345,1.5869,1.7222,1.5288
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,39,0.0,1.8,1.8,0.0,1.6401,1.6627,1.6179,1.7579,1.5459
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,40,0.0,1.8,1.8,0.0,1.6714,1.6912,1.6493,1.7939,1.5629
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,41,0.0,1.8,1.8,0.0,1.7029,1.7199,1.6809,1.8,1.577
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,42,0.0,1.8,1.8,0.0,1.7347,1.7486,1.7127,1.8,1.5906
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,43,0.0,1.8,1.8,0.0,1.7667,1.7774,1.7449,1.8,1.6042
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,44,0.0,1.8,1.8,0.0,1.7989,1.8,1.7773,1.8,1.6171
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,45,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,46,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,47,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,48,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,49,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP7,IGP7,FGS7,Youth-Led Democratic Renewal Pathway,50,0.0,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.62
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,1,0.86,0.28,0.28,0.78,0.3,0.22,0.24,0.26,0.1576
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,2,0.8601,0.2698,0.2793,0.778,0.2916,0.2243,0.2362,0.2561,0.154
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,3,0.8602,0.2596,0.2785,0.7761,0.2833,0.2286,0.2325,0.2522,0.1503
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,4,0.8604,0.2492,0.2777,0.7744,0.275,0.2328,0.2287,0.2484,0.1466
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,5,0.8607,0.2388,0.2768,0.7728,0.2667,0.237,0.2251,0.2445,0.1429
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,6,0.8711,0.2282,0.2758,0.7714,0.2584,0.2411,0.2214,0.2407,0.1385
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,7,0.8715,0.2175,0.2747,0.7703,0.2502,0.2453,0.2177,0.2368,0.1347
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,8,0.872,0.2068,0.2736,0.7693,0.2419,0.2493,0.2141,0.2329,0.1308
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,9,0.8726,0.1959,0.2725,0.7684,0.2337,0.2534,0.2105,0.229,0.1269
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,10,0.8733,0.1848,0.2713,0.7817,0.2254,0.2574,0.2069,0.2251,0.1224
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,11,0.8742,0.1736,0.27,0.7812,0.2171,0.2613,0.2033,0.2211,0.1183
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,12,0.8851,0.1625,0.2685,0.7809,0.2208,0.2772,0.2118,0.2173,0.1189
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,13,0.8858,0.1513,0.2673,0.7805,0.2126,0.2811,0.2083,0.2134,0.1149
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,14,0.8866,0.1399,0.266,0.7803,0.2043,0.2849,0.2048,0.2096,0.1109
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,15,0.8875,0.1285,0.2646,0.7802,0.1961,0.2887,0.2014,0.2057,0.1068
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,16,0.8884,0.117,0.2632,0.7803,0.1879,0.2925,0.1979,0.2018,0.1026
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,17,0.8895,0.1053,0.2617,0.7806,0.1798,0.2962,0.1945,0.198,0.0984
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,18,0.9006,0.0934,0.26,0.7811,0.1715,0.2998,0.1911,0.194,0.0935
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,19,0.9019,0.0815,0.2583,0.7818,0.1633,0.3034,0.1877,0.1901,0.0892
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,20,0.9032,0.0692,0.2566,0.7967,0.1549,0.307,0.1842,0.186,0.0841
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,21,0.9047,0.0568,0.2547,0.7977,0.1465,0.3105,0.1807,0.1819,0.0796
ALP8,IGP8,FGS8,Institutional Time Collapse Pathway,22,0.9064,0.0443,0.2529,0.7989,0.1381,0.314,0.1772,0.1779,0.075
