pathway_id,profile_id,scenario_id,pathway_name,time_step,public_health_resilience,system_stress,adaptive_capacity
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,26,0.0,1.6,0.453
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,27,0.0,1.6,0.456
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,28,0.0,1.6,0.459
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,29,0.0,1.6,0.462
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,30,0.0,1.6,0.465
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,31,0.0,1.6,0.468
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,32,0.0,1.6,0.4674
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,33,0.0,1.6,0.4704
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,34,0.0,1.6,0.4734
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,35,0.0,1.6,0.4764
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,36,0.0,1.6,0.4794
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,37,0.0,1.6,0.4824
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,38,0.0,1.6,0.4854
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,39,0.0,1.6,0.4862
HP8,HF8,HS8,Austerity and Public Health Erosion Pathway,40,0.0,1.6,0.4856
