pathway_id,profile_id,scenario_id,pathway_name,time_step,adoption,trust,consumer_vulnerability
PW8,CF8,SC8,Extractive Attention Adoption Pathway,29,0.0,0.2593,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,30,0.0,0.2582,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,31,0.0,0.2571,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,32,0.0,0.2527,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,33,0.0,0.2516,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,34,0.0,0.2505,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,35,0.0,0.2494,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,36,0.0,0.2483,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,37,0.0,0.2472,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,38,0.0,0.2461,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,39,0.0,0.245,1.4
PW8,CF8,SC8,Extractive Attention Adoption Pathway,40,0.0,0.2406,1.4
