pathway_id,profile_id,scenario_id,pathway_name,time_step,governance_capacity,system_stress,legitimacy,adaptive_learning
AGP8,GGF8,GGS8,Governance Breakdown Pathway,5,0.8001,1.3584,0.0,0.1583
AGP8,GGF8,GGS8,Governance Breakdown Pathway,6,0.7295,1.468,0.0,0.1411
AGP8,GGF8,GGS8,Governance Breakdown Pathway,7,0.6513,1.5776,0.0,0.1206
AGP8,GGF8,GGS8,Governance Breakdown Pathway,8,0.556,1.8,0.0,0.0934
AGP8,GGF8,GGS8,Governance Breakdown Pathway,9,0.4601,1.8,0.0,0.0662
AGP8,GGF8,GGS8,Governance Breakdown Pathway,10,0.363,1.8,0.0,0.039
AGP8,GGF8,GGS8,Governance Breakdown Pathway,11,0.264,1.8,0.0,0.0118
AGP8,GGF8,GGS8,Governance Breakdown Pathway,12,0.1664,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,13,0.067,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,14,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,15,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,16,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,17,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,18,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,19,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,20,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,21,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,22,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,23,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,24,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,25,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,26,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,27,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,28,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,29,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,30,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,31,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,32,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,33,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,34,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,35,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,36,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,37,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,38,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,39,0.0,1.8,0.0,0.0
AGP8,GGF8,GGS8,Governance Breakdown Pathway,40,0.0,1.8,0.0,0.0
