pathway_id,capacity_id,scenario_id,pathway_name,time_step,foresight_capacity,decision_uptake,legitimacy_score,learning_score
PW8,FC8,SC3,Consultant Driven Foresight Pathway,13,1.8,0.8368,0.9146,0.826
PW8,FC8,SC3,Consultant Driven Foresight Pathway,14,1.8,0.8802,0.9544,0.8706
PW8,FC8,SC3,Consultant Driven Foresight Pathway,15,1.8,0.9236,0.9942,0.9161
PW8,FC8,SC3,Consultant Driven Foresight Pathway,16,1.8,0.963,1.031,0.9604
PW8,FC8,SC3,Consultant Driven Foresight Pathway,17,1.8,1.0064,1.0708,1.0075
PW8,FC8,SC3,Consultant Driven Foresight Pathway,18,1.8,1.0498,1.1106,1.0555
PW8,FC8,SC3,Consultant Driven Foresight Pathway,19,1.8,1.0932,1.1504,1.1043
PW8,FC8,SC3,Consultant Driven Foresight Pathway,20,1.8,1.1366,1.1902,1.1541
PW8,FC8,SC3,Consultant Driven Foresight Pathway,21,1.8,1.18,1.23,1.2047
PW8,FC8,SC3,Consultant Driven Foresight Pathway,22,1.8,1.2234,1.2698,1.2561
PW8,FC8,SC3,Consultant Driven Foresight Pathway,23,1.8,1.2668,1.3096,1.3085
PW8,FC8,SC3,Consultant Driven Foresight Pathway,24,1.8,1.3062,1.3464,1.3596
PW8,FC8,SC3,Consultant Driven Foresight Pathway,25,1.8,1.3496,1.3862,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,26,1.8,1.393,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,27,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,28,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,29,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,30,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,31,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,32,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,33,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,34,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,35,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,36,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,37,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,38,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,39,1.8,1.4,1.4,1.4
PW8,FC8,SC3,Consultant Driven Foresight Pathway,40,1.8,1.4,1.4,1.4
