pathway_id,profile_id,scenario_id,pathway_name,time_step,infrastructure_viability,system_load,adaptive_capacity
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,31,0.0,1.3731,1.1395
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,32,0.0,1.4007,1.1653
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,33,0.0,1.4248,1.1934
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,34,0.0,1.4469,1.2225
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,35,0.0,1.469,1.2516
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,36,0.0,1.4911,1.2807
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,37,0.0,1.5,1.3098
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,38,0.0,1.5,1.3389
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,39,0.0,1.5,1.368
PW8,IF8,IS7,Governance Breakdown Infrastructure Pathway,40,0.0,1.5,1.3938
