pathway_id,policy_id,scenario_id,pathway_name,time_step,policy_viability,legitimacy_score,equity_score,adaptive_learning_score
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,21,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,22,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,23,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,24,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,25,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,26,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,27,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,28,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,29,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,30,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,31,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,32,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,33,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,34,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,35,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,36,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,37,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,38,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,39,1.8,1.4,1.4,1.4
AP7,P7,S5,Preparedness and Prevention Policy in Demographic Care Pressure,40,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,1,1.0,0.62,0.66,0.68
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,2,1.0659,0.6706,0.7138,0.7414
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,3,1.1404,0.7212,0.7676,0.8028
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,4,1.2237,0.7718,0.8214,0.8642
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,5,1.3157,0.8224,0.8752,0.9256
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,6,1.4165,0.873,0.929,0.987
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,7,1.5259,0.9236,0.9828,1.0484
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,8,1.5339,0.9698,1.0333,1.1054
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,9,1.6602,1.0204,1.0871,1.1668
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,10,1.7952,1.071,1.1409,1.2282
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,11,1.8,1.1216,1.1947,1.2896
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,12,1.8,1.1722,1.2485,1.351
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,13,1.8,1.2228,1.3023,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,14,1.8,1.2734,1.3561,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,15,1.8,1.324,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,16,1.8,1.3702,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,17,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,18,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,19,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,20,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,21,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,22,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,23,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,24,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,25,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,26,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,27,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,28,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,29,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,30,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,31,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,32,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,33,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,34,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,35,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,36,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,37,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,38,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,39,1.8,1.4,1.4,1.4
AP8,P8,S6,Strategic Industrial Transition Policy in Geopolitical Supply Shock,40,1.8,1.4,1.4,1.4
