pathway_id,profile_id,scenario_id,pathway_name,time_step,actor_a_position,actor_b_position,escalation_pressure,system_resilience
SP8,GF8,GS8,Systemic Breakdown Pathway,23,2.2,2.2,1.5716,0
SP8,GF8,GS8,Systemic Breakdown Pathway,24,2.2,2.2,1.6244,0
SP8,GF8,GS8,Systemic Breakdown Pathway,25,2.2,2.2,1.6672,0
SP8,GF8,GS8,Systemic Breakdown Pathway,26,2.2,2.2,1.7171,0
SP8,GF8,GS8,Systemic Breakdown Pathway,27,2.2,2.2,1.7647,0
SP8,GF8,GS8,Systemic Breakdown Pathway,28,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,29,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,30,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,31,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,32,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,33,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,34,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,35,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,36,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,37,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,38,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,39,2.2,2.2,1.8,0
SP8,GF8,GS8,Systemic Breakdown Pathway,40,2.2,2.2,1.8,0
