pathway_id,profile_id,scenario_id,pathway_name,time_step,climate_stress_index,social_vulnerability_index,adaptive_capacity_index
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,27,0.4998,0.5849,1.2112
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,28,0.4774,0.5737,1.2376
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,29,0.455,0.5621,1.2641
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,30,0.4739,0.55,1.2898
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,31,0.4514,0.5383,1.3163
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,32,0.429,0.5261,1.3428
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,33,0.4066,0.5135,1.3692
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,34,0.3842,0.5004,1.3957
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,35,0.3618,0.4869,1.4222
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,36,0.3394,0.4729,1.4487
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,37,0.317,0.4585,1.4752
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,38,0.2946,0.4436,1.5
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,39,0.2722,0.4283,1.5
PW8,CF8,CS8,Planetary Boundaries Stress Pathway,40,0.291,0.4126,1.5
