pathway_id,profile_id,scenario_id,pathway_name,time_step,hope,dread,agency,trust,future_fatigue,repair_capacity,polarization,narrative_accountability,mobilization_score,paralysis_risk_score,disciplined_hope_score,fear_politics_risk_score
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,32,0.3079,1.1489,0.121,0.3037,0.8421,0.2828,0.8978,0.4287,0.0345,0.7031,0.1823,0.886
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,33,0.3063,1.159,0.112,0.3041,0.8493,0.2812,0.8983,0.432,0.0322,0.7162,0.1798,0.8905
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,34,0.3044,1.1693,0.1029,0.3044,0.8567,0.2796,0.9108,0.4353,0.0297,0.7297,0.1768,0.8977
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,35,0.3024,1.1799,0.0937,0.3047,0.8643,0.2778,0.9113,0.4385,0.0272,0.7436,0.174,0.9025
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,36,0.3001,1.1907,0.0843,0.3049,0.8722,0.2758,0.9119,0.4416,0.0245,0.7579,0.1711,0.9073
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,37,0.2976,1.2016,0.0747,0.3051,0.8802,0.2737,0.9125,0.4446,0.0218,0.7726,0.1681,0.9123
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,38,0.2949,1.2127,0.065,0.3052,0.8885,0.2715,0.9131,0.4476,0.0191,0.7878,0.1649,0.9174
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,39,0.2917,1.2239,0.0549,0.2912,0.9112,0.2689,0.9139,0.4503,0.0154,0.8198,0.1581,0.9269
AFP4,FEP4,FPS4,Authoritarian Fear Future Pathway,40,0.2887,1.2536,0.0596,0.3062,0.92,0.2814,0.9147,0.4682,0.0178,0.818,0.1651,0.9304
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,1,0.28,0.76,0.26,0.24,0.9,0.28,0.62,0.32,0.0436,0.4274,0.1872,0.7364
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,2,0.2799,0.7682,0.2521,0.2393,0.9023,0.279,0.6196,0.3239,0.0424,0.437,0.1855,0.7396
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,3,0.2796,0.7765,0.2442,0.2386,0.9047,0.2779,0.6193,0.3278,0.0412,0.4468,0.1837,0.7429
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,4,0.2792,0.7849,0.2362,0.238,0.9073,0.2768,0.619,0.3316,0.0399,0.4569,0.1819,0.7463
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,5,0.2786,0.7934,0.228,0.2373,0.9102,0.2755,0.6187,0.3353,0.0387,0.4672,0.1799,0.7497
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,6,0.2778,0.8021,0.2198,0.2366,0.9132,0.2741,0.6184,0.339,0.0374,0.4777,0.1779,0.7533
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,7,0.2769,0.8108,0.2114,0.2359,0.9164,0.2726,0.6182,0.3425,0.0361,0.4886,0.1757,0.7569
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,8,0.2758,0.8377,0.2029,0.2352,0.92,0.271,0.6181,0.346,0.0351,0.5107,0.1734,0.765
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,9,0.2745,0.8467,0.1942,0.2344,0.9238,0.2693,0.618,0.3495,0.0337,0.5223,0.171,0.7688
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,10,0.2736,0.8558,0.2005,0.2487,0.9275,0.2827,0.6177,0.3681,0.0371,0.5141,0.1792,0.7663
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,11,0.2725,0.8648,0.1919,0.2481,0.9313,0.281,0.6174,0.3716,0.0356,0.5254,0.1769,0.77
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,12,0.2712,0.8739,0.1832,0.2476,0.9354,0.2792,0.6172,0.375,0.0341,0.5371,0.1745,0.7739
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,13,0.2695,0.8832,0.1742,0.233,0.9538,0.2771,0.6172,0.3782,0.0307,0.5593,0.1686,0.7821
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,14,0.2676,0.8928,0.165,0.2323,0.9584,0.2749,0.6171,0.3814,0.0291,0.5723,0.1658,0.7863
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,15,0.2655,0.9026,0.1556,0.2316,0.9633,0.2725,0.6172,0.3845,0.0275,0.5856,0.1628,0.7906
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,16,0.2631,0.9305,0.146,0.2309,0.9685,0.27,0.6173,0.3875,0.0261,0.6112,0.1597,0.7994
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,17,0.2605,0.9406,0.1362,0.2301,0.974,0.2673,0.6296,0.3904,0.0244,0.6255,0.1561,0.8067
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,18,0.2577,0.9509,0.1262,0.2293,0.9797,0.2646,0.6298,0.3933,0.0226,0.6404,0.1527,0.8114
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,19,0.2546,0.9614,0.1161,0.2284,0.9856,0.2616,0.6301,0.396,0.0208,0.6557,0.1491,0.8163
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,20,0.2519,0.972,0.121,0.2425,0.9915,0.2738,0.6302,0.4139,0.0231,0.6472,0.1562,0.8148
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,21,0.249,0.9826,0.1109,0.2417,0.9975,0.2709,0.6304,0.4168,0.0212,0.6624,0.1527,0.8196
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,22,0.2458,0.9933,0.1006,0.241,1.0038,0.2678,0.6306,0.4195,0.0192,0.6781,0.149,0.8245
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,23,0.2423,1.0042,0.0902,0.2401,1.0104,0.2646,0.6308,0.4221,0.0172,0.6942,0.1452,0.8296
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,24,0.2386,1.0332,0.0794,0.2393,1.0174,0.2612,0.6312,0.4247,0.0153,0.7236,0.1412,0.8392
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,25,0.2345,1.0445,0.0685,0.2383,1.0246,0.2576,0.6317,0.4271,0.0132,0.7411,0.137,0.8446
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,26,0.23,1.0559,0.0573,0.2233,1.0463,0.2537,0.6324,0.4293,0.0104,0.7732,0.1293,0.8544
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,27,0.2251,1.0678,0.0457,0.2221,1.0542,0.2496,0.6331,0.4314,0.0082,0.7927,0.1246,0.8603
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,28,0.22,1.0799,0.0338,0.2209,1.0624,0.2453,0.6339,0.4335,0.0061,0.8129,0.1196,0.8663
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,29,0.2145,1.0923,0.0218,0.2196,1.0708,0.2409,0.6348,0.4354,0.0039,0.8338,0.1145,0.8724
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,30,0.2093,1.1048,0.0247,0.2332,1.0792,0.2515,0.6355,0.4525,0.0047,0.8263,0.12,0.8723
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,31,0.2038,1.1173,0.0125,0.2319,1.088,0.247,0.6362,0.4544,0.0024,0.8474,0.1148,0.8786
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,32,0.1979,1.148,0.0,0.2306,1.0971,0.2422,0.6371,0.4563,0.0,0.8833,0.1094,0.8893
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,33,0.1918,1.161,0.0,0.2292,1.1064,0.2374,0.6381,0.4581,0.0,0.8949,0.1067,0.8939
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,34,0.1856,1.174,0.0,0.2277,1.1159,0.2326,0.6512,0.4599,0.0,0.9068,0.1035,0.9012
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,35,0.1791,1.1873,0.0,0.226,1.1255,0.2276,0.6524,0.4617,0.0,0.9189,0.1006,0.9059
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,36,0.1725,1.2006,0.0,0.2243,1.1353,0.2226,0.6537,0.4635,0.0,0.9313,0.0976,0.9107
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,37,0.1657,1.2141,0.0,0.2225,1.1452,0.2175,0.655,0.4653,0.0,0.9439,0.0946,0.9156
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,38,0.1587,1.2277,0.0,0.2206,1.1553,0.2123,0.6564,0.4671,0.0,0.9568,0.0914,0.9206
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,39,0.1512,1.2414,0.0,0.2046,1.1796,0.2069,0.6581,0.4686,0.0,0.9874,0.0848,0.93
AFP5,FEP5,FPS5,Future Fatigue Society Pathway,40,0.1438,1.2736,0.0002,0.2174,1.1902,0.2165,0.6596,0.4854,0.0,0.9964,0.0887,0.9356
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,1,0.82,0.62,0.86,0.66,0.42,0.7,0.44,0.76,0.659,0.0295,0.6714,0.3988
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,2,0.8431,0.613,0.8672,0.669,0.409,0.7116,0.4308,0.7723,0.6848,0.0269,0.6841,0.39
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,3,0.8667,0.6056,0.8748,0.6783,0.3978,0.7234,0.4214,0.7847,0.712,0.0244,0.6971,0.3809
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,4,0.8909,0.5979,0.8828,0.6879,0.3863,0.7354,0.4117,0.7973,0.7407,0.0219,0.7104,0.3716
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,5,0.9155,0.5899,0.8912,0.6977,0.3745,0.7476,0.4018,0.81,0.771,0.0194,0.7241,0.3619
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,6,0.9407,0.5816,0.9,0.7078,0.3625,0.7601,0.3916,0.8229,0.803,0.017,0.7381,0.352
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,7,0.9665,0.5729,0.9093,0.7182,0.3501,0.7728,0.3812,0.8359,0.8369,0.0147,0.7524,0.3418
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,8,0.9927,0.5819,0.9188,0.7288,0.3376,0.7858,0.3706,0.8491,0.8791,0.0128,0.7671,0.3356
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,9,1.0195,0.5725,0.9288,0.7397,0.3248,0.7991,0.3597,0.8624,0.9168,0.0106,0.7821,0.3247
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,10,1.0475,0.5627,0.9545,0.7659,0.3113,0.8279,0.3483,0.8912,0.992,0.006,0.8083,0.3071
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,11,1.0761,0.5522,0.9658,0.7777,0.2975,0.842,0.3366,0.9051,1.0364,0.0042,0.8244,0.2954
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,12,1.1054,0.5413,0.9775,0.7898,0.2833,0.8564,0.3246,0.9193,1.0833,0.0026,0.841,0.2832
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,13,1.1351,0.53,0.9897,0.7882,0.2828,0.8709,0.3125,0.9334,1.1128,0.0012,0.8546,0.275
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,14,1.1655,0.5185,1.0022,0.8008,0.2679,0.8857,0.3,0.9478,1.1642,0.0,0.8718,0.2626
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,15,1.1965,0.5065,1.0152,0.8137,0.2527,0.9009,0.2872,0.9624,1.2186,0.0,0.8895,0.2516
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,16,1.2282,0.5121,1.0287,0.827,0.2372,0.9163,0.2742,0.9773,1.2845,0.0,0.9075,0.2447
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,17,1.2606,0.4992,1.0428,0.8406,0.2213,0.9322,0.2728,0.9924,1.3456,0.0,0.9257,0.2357
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,18,1.2938,0.4859,1.0574,0.8545,0.2049,0.9483,0.2591,1.0077,1.4105,0.0,0.9447,0.2244
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,19,1.3278,0.4721,1.0725,0.8688,0.1881,0.9649,0.2451,1.0232,1.4793,0.0,0.9642,0.2134
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,20,1.3631,0.4578,1.1035,0.8985,0.1704,0.9971,0.2304,1.0542,1.6011,0.0,0.9949,0.1993
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,21,1.3993,0.4427,1.1202,0.9138,0.1523,1.0147,0.2154,1.0705,1.6815,0.0,1.0158,0.1874
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,22,1.4363,0.427,1.1376,0.9294,0.1336,1.0327,0.1999,1.087,1.7669,0.0,1.0372,0.1752
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,23,1.4742,0.4107,1.1557,0.9455,0.1144,1.0511,0.1841,1.1038,1.8575,0.0,1.0592,0.1626
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,24,1.5129,0.4118,1.1743,0.9619,0.0948,1.07,0.168,1.1209,1.9647,0.0,1.0817,0.154
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,25,1.5526,0.3943,1.1936,0.9788,0.0746,1.0893,0.1515,1.1383,2.0672,0.0,1.1047,0.1407
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,26,1.5929,0.3762,1.2135,0.982,0.068,1.1089,0.1347,1.1558,2.1449,0.0,1.125,0.1313
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,27,1.6343,0.3577,1.234,0.9997,0.0468,1.129,0.1174,1.1736,2.2586,0.0,1.1491,0.1174
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,28,1.6766,0.3386,1.2552,1.0177,0.0249,1.1495,0.0997,1.1918,2.3795,0.0,1.1739,0.1062
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,29,1.7199,0.3187,1.2772,1.0362,0.0024,1.1706,0.0816,1.2103,2.5,0.0,1.1993,0.0947
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,30,1.7648,0.2982,1.3151,1.0702,0.0,1.2073,0.0627,1.2444,2.5,0.0,1.235,0.0854
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,31,1.8,0.2768,1.3388,1.0897,0.0,1.2294,0.0434,1.2638,2.5,0.0,1.2583,0.076
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,32,1.8,0.273,1.363,1.1096,0.0,1.2519,0.0237,1.2836,2.5,0.0,1.2743,0.0707
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,33,1.8,0.2506,1.3879,1.1298,0.0,1.2748,0.0034,1.3038,2.5,0.0,1.2905,0.0609
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,34,1.8,0.2277,1.4133,1.1504,0.0,1.2981,0.0,1.3243,2.5,0.0,1.3066,0.0547
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,35,1.8,0.2044,1.4394,1.1713,0.0,1.3219,0.0,1.3452,2.5,0.0,1.3229,0.0491
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,36,1.8,0.1806,1.4661,1.1926,0.0,1.3461,0.0,1.3664,2.5,0.0,1.3395,0.0434
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,37,1.8,0.1564,1.4934,1.2142,0.0,1.3707,0.0,1.3881,2.5,0.0,1.3564,0.0375
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,38,1.8,0.1318,1.5214,1.2363,0.0,1.3958,0.0,1.4101,2.5,0.0,1.3737,0.0316
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,39,1.8,0.1067,1.55,1.2447,0.0,1.4213,0.0,1.4324,2.5,0.0,1.3888,0.0256
AFP6,FEP6,FPS6,Youth-Led Renewal Pathway,40,1.8,0.0992,1.5943,1.2825,0.0,1.4625,0.0,1.4704,2.5,0.0,1.4173,0.0238
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,1,0.8,0.28,0.36,0.34,0.54,0.26,0.52,0.22,0.1168,0.1183,0.347,0.53
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,2,0.8063,0.2822,0.3594,0.3407,0.5351,0.2631,0.5165,0.2256,0.1177,0.1192,0.35,0.5287
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,3,0.8127,0.2843,0.3589,0.3415,0.5302,0.2662,0.5129,0.2312,0.1188,0.12,0.353,0.5273
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,4,0.8192,0.2864,0.3585,0.3423,0.5254,0.2694,0.5093,0.2368,0.1199,0.1208,0.3561,0.5259
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,5,0.8258,0.2884,0.3582,0.3433,0.5205,0.2726,0.5057,0.2424,0.1211,0.1215,0.3592,0.5244
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,6,0.8325,0.2903,0.358,0.3443,0.5157,0.2759,0.502,0.248,0.1223,0.1222,0.3625,0.5229
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,7,0.8393,0.2921,0.3579,0.3455,0.5108,0.2791,0.4983,0.2537,0.1236,0.1228,0.3658,0.5213
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,8,0.8461,0.3119,0.3577,0.3467,0.5062,0.2825,0.4946,0.2593,0.1262,0.1309,0.3691,0.524
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,9,0.8531,0.3136,0.3576,0.3481,0.5016,0.2858,0.4909,0.2649,0.1277,0.1313,0.3724,0.5224
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,10,0.8607,0.3152,0.3728,0.3645,0.4966,0.3045,0.4868,0.2858,0.1405,0.1256,0.3867,0.5142
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,11,0.8685,0.3164,0.3732,0.3663,0.4916,0.3082,0.4827,0.2918,0.1425,0.1257,0.3905,0.5121
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,12,0.8764,0.3175,0.3738,0.3682,0.4866,0.312,0.4786,0.2977,0.1447,0.1256,0.3945,0.51
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,13,0.8842,0.3186,0.3743,0.3562,0.4958,0.3156,0.4745,0.3035,0.1412,0.1283,0.3952,0.5121
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,14,0.8921,0.3198,0.3748,0.3582,0.4909,0.3192,0.4704,0.3093,0.1434,0.1283,0.3991,0.51
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,15,0.9002,0.3209,0.3754,0.3603,0.486,0.323,0.4662,0.3152,0.1456,0.1282,0.4032,0.5078
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,16,0.9083,0.34,0.376,0.3625,0.4812,0.3267,0.462,0.3211,0.1493,0.1352,0.4072,0.5099
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,17,0.9166,0.3409,0.3767,0.3648,0.4765,0.3306,0.4698,0.3271,0.1517,0.135,0.411,0.5102
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,18,0.925,0.3418,0.3775,0.3672,0.4717,0.3344,0.4655,0.333,0.1543,0.1346,0.4153,0.5079
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,19,0.9335,0.3426,0.3785,0.3697,0.4669,0.3384,0.4612,0.339,0.157,0.1342,0.4196,0.5055
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,20,0.9428,0.3433,0.3947,0.3873,0.4617,0.3577,0.4565,0.3602,0.173,0.1273,0.4348,0.4965
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,21,0.9522,0.3436,0.3962,0.3903,0.4565,0.362,0.4517,0.3665,0.1765,0.1265,0.4397,0.4936
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,22,0.9619,0.3438,0.3979,0.3934,0.4512,0.3664,0.4468,0.3729,0.1801,0.1256,0.4447,0.4907
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,23,0.9717,0.3438,0.3996,0.3966,0.4459,0.3709,0.4419,0.3792,0.184,0.1246,0.4498,0.4876
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,24,0.9816,0.3618,0.4015,0.3999,0.4407,0.3755,0.437,0.3857,0.1895,0.1299,0.455,0.4888
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,25,0.9917,0.3616,0.4034,0.4033,0.4354,0.3801,0.432,0.3921,0.1937,0.1287,0.4603,0.4856
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,26,1.0017,0.3613,0.4054,0.3928,0.4443,0.3847,0.427,0.3984,0.1912,0.1304,0.4623,0.4865
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,27,1.0119,0.3611,0.4074,0.3964,0.439,0.3893,0.422,0.4048,0.1955,0.1292,0.4676,0.4833
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,28,1.0223,0.3608,0.4095,0.4001,0.4337,0.394,0.4169,0.4113,0.2,0.1278,0.4731,0.4799
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,29,1.033,0.3603,0.4118,0.4039,0.4283,0.3987,0.4116,0.4178,0.2047,0.1263,0.4787,0.4764
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,30,1.0443,0.3597,0.4293,0.4228,0.4226,0.4189,0.4061,0.4397,0.2255,0.1185,0.4952,0.4664
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,31,1.0559,0.3587,0.4322,0.4271,0.4167,0.4241,0.4004,0.4465,0.2314,0.1167,0.5014,0.4624
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,32,1.0677,0.3755,0.4352,0.4315,0.4109,0.4295,0.3947,0.4535,0.2393,0.1206,0.5077,0.4627
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,33,1.0797,0.3742,0.4384,0.4361,0.405,0.4349,0.3889,0.4605,0.2458,0.1185,0.5141,0.4585
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,34,1.0919,0.3727,0.4417,0.4408,0.399,0.4405,0.395,0.4675,0.2525,0.1164,0.5203,0.4568
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,35,1.1044,0.3711,0.4453,0.4456,0.3929,0.4461,0.3889,0.4746,0.2596,0.1141,0.5271,0.4524
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,36,1.1172,0.3694,0.449,0.4505,0.3867,0.4519,0.3828,0.4818,0.2671,0.1118,0.534,0.4478
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,37,1.1301,0.3674,0.4529,0.4556,0.3804,0.4578,0.3765,0.4891,0.2749,0.1094,0.5411,0.4431
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,38,1.1434,0.3653,0.457,0.4609,0.374,0.4638,0.3701,0.4965,0.2831,0.107,0.5483,0.4382
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,39,1.1567,0.363,0.4612,0.4522,0.3816,0.4697,0.3638,0.5037,0.2829,0.1072,0.5523,0.4375
AFP7,FEP7,FPS7,Marketed Hope Regime Pathway,40,1.1707,0.3788,0.4804,0.4727,0.3749,0.4911,0.3571,0.5263,0.3132,0.1038,0.5704,0.4304
AFP8,FEP8,FPS8,Reparative Imagination Pathway,1,0.86,0.5,0.84,0.76,0.28,0.92,0.3,0.88,0.7246,0.0192,0.759,0.298
AFP8,FEP8,FPS8,Reparative Imagination Pathway,2,0.8886,0.4901,0.853,0.7728,0.2669,0.9331,0.2881,0.893,0.7635,0.0164,0.7754,0.286
AFP8,FEP8,FPS8,Reparative Imagination Pathway,3,0.9178,0.4798,0.8665,0.7859,0.2535,0.9465,0.2758,0.9062,0.8047,0.0137,0.7922,0.2737
AFP8,FEP8,FPS8,Reparative Imagination Pathway,4,0.9477,0.469,0.8805,0.7993,0.2396,0.9603,0.2633,0.9197,0.8485,0.0112,0.8094,0.2609
AFP8,FEP8,FPS8,Reparative Imagination Pathway,5,0.9782,0.4578,0.895,0.813,0.2253,0.9744,0.2505,0.9333,0.895,0.009,0.8271,0.2478
AFP8,FEP8,FPS8,Reparative Imagination Pathway,6,1.0095,0.4461,0.9101,0.8269,0.2106,0.9889,0.2373,0.9472,0.9444,0.0069,0.8452,0.2343
AFP8,FEP8,FPS8,Reparative Imagination Pathway,7,1.0416,0.4339,0.9256,0.8413,0.1954,1.0037,0.2238,0.9614,0.9969,0.0051,0.8638,0.2204
AFP8,FEP8,FPS8,Reparative Imagination Pathway,8,1.0743,0.4392,0.9417,0.8559,0.1799,1.0189,0.2101,0.9757,1.0605,0.0037,0.8827,0.2104
AFP8,FEP8,FPS8,Reparative Imagination Pathway,9,1.1077,0.426,0.9582,0.8708,0.164,1.0344,0.196,0.9904,1.1199,0.0023,0.9022,0.1957
AFP8,FEP8,FPS8,Reparative Imagination Pathway,10,1.1426,0.4123,0.9906,0.9012,0.1472,1.0657,0.1813,1.0205,1.2223,0.0004,0.933,0.1758
AFP8,FEP8,FPS8,Reparative Imagination Pathway,11,1.1783,0.3978,1.0087,0.917,0.1299,1.0823,0.1662,1.0359,1.2922,0.0,0.9538,0.1625
AFP8,FEP8,FPS8,Reparative Imagination Pathway,12,1.2148,0.3826,1.0274,0.9333,0.1121,1.0994,0.1508,1.0516,1.3666,0.0,0.9752,0.1505
AFP8,FEP8,FPS8,Reparative Imagination Pathway,13,1.252,0.3669,1.0466,0.9359,0.1078,1.1167,0.1351,1.0674,1.4241,0.0,0.9938,0.1422
AFP8,FEP8,FPS8,Reparative Imagination Pathway,14,1.29,0.3508,1.0664,0.9529,0.089,1.1344,0.119,1.0835,1.5068,0.0,1.0161,0.1295
AFP8,FEP8,FPS8,Reparative Imagination Pathway,15,1.329,0.3342,1.0868,0.9702,0.0696,1.1526,0.1025,1.1,1.595,0.0,1.039,0.1165
AFP8,FEP8,FPS8,Reparative Imagination Pathway,16,1.3688,0.3348,1.1078,0.9879,0.0498,1.1713,0.0857,1.1167,1.6995,0.0,1.0625,0.1074
AFP8,FEP8,FPS8,Reparative Imagination Pathway,17,1.4097,0.3169,1.1295,1.006,0.0294,1.1905,0.0804,1.1338,1.7998,0.0,1.0862,0.0973
AFP8,FEP8,FPS8,Reparative Imagination Pathway,18,1.4515,0.2983,1.1519,1.0245,0.0083,1.2102,0.0628,1.1512,1.9067,0.0,1.1108,0.0864
AFP8,FEP8,FPS8,Reparative Imagination Pathway,19,1.4942,0.2791,1.1751,1.0435,0.0,1.2302,0.0447,1.169,2.0205,0.0,1.1355,0.0768
AFP8,FEP8,FPS8,Reparative Imagination Pathway,20,1.5384,0.2592,1.2141,1.0778,0.0,1.266,0.0258,1.2023,2.1997,0.0,1.1709,0.0679
AFP8,FEP8,FPS8,Reparative Imagination Pathway,21,1.5835,0.2386,1.2389,1.0977,0.0,1.2872,0.0065,1.221,2.3318,0.0,1.1965,0.0587
AFP8,FEP8,FPS8,Reparative Imagination Pathway,22,1.6295,0.2175,1.2642,1.1179,0.0,1.3088,0.0,1.2401,2.4719,0.0,1.2222,0.0522
AFP8,FEP8,FPS8,Reparative Imagination Pathway,23,1.6764,0.1959,1.2901,1.1384,0.0,1.3308,0.0,1.2595,2.5,0.0,1.2482,0.047
AFP8,FEP8,FPS8,Reparative Imagination Pathway,24,1.7243,0.1919,1.3165,1.1593,0.0,1.3532,0.0,1.2793,2.5,0.0,1.2747,0.0461
AFP8,FEP8,FPS8,Reparative Imagination Pathway,25,1.7731,0.1694,1.3435,1.1805,0.0,1.3761,0.0,1.2995,2.5,0.0,1.3018,0.0407
AFP8,FEP8,FPS8,Reparative Imagination Pathway,26,1.8,0.1466,1.371,1.188,0.0,1.3993,0.0,1.3199,2.5,0.0,1.3217,0.0352
